jurisdiction_code,fiscal_year,direction,budget_line_id,cofog_status,cofog_division,cofog_consolidation,cofog_decided_at_level,cofog_rule_id,cofog_counterpart_fund
132047,2024,expenditure,132047:2024:expenditure:approved:3be57ca8462c26d3,assigned,08,retained,目,shogaigakushu-toshokan,
132047,2024,expenditure,132047:2024:expenditure:approved:3be72f13ebc7c847,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3beb0b2f9b8c39d1,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:3bef80d8be587452,assigned,07,eliminated,目,transfer-kokuho,国民健康保険事業特別会計
132047,2024,expenditure,132047:2024:expenditure:approved:3c1ed1c44b051729,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3c40d5aeed030600,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:3c44f62586060064,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3c480b459468e30b,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3c5a9132ef53ad3b,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:3c696dd28c93527a,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:3c75f74d844b102e,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:3c7bfb8d03edc67e,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3c91b0735701f9e8,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3c91f8ec0d6d3798,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3cac8626448f4077,assigned,01,retained,款,gikai,
132047,2024,expenditure,132047:2024:expenditure:approved:3cbb0419b969db2c,assigned,07,retained,会計,fund-kokuho,
132047,2024,expenditure,132047:2024:expenditure:approved:3cbb5596f43ca302,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3cc1afbee89c877d,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3ccc45655ff2f8ad,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:3cd2ea668a3ece22,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3cd6573d67f0e75a,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3cd7477fc080cfe2,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:3cd954d87b437c7c,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3d06fbf13b0a0b53,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:3d0c492deb2569e7,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:3d174fc4f36cc800,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3d1e8bb163626586,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:3d1f1068918512c3,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3d38eec575e3c961,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3d40a7424b955e3b,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:3d53ef80b49631a5,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3d5fd5cb1514b641,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:3d82f8afe345e42b,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3d8f0196f17d37d1,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:3d9aea8a66a2daba,assigned,07,eliminated,目,transfer-kokuho,国民健康保険事業特別会計
132047,2024,expenditure,132047:2024:expenditure:approved:3da9b67ffc2c0531,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3dab97e70c519795,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3db4c03bfb9ec573,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3dc123f7b0382732,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3dc2d950e8204dba,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3dd38d7be8edd98e,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3ddaff2ba1d097be,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3dfe81ada219eed7,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3e07099f8c46e7a0,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:3e0b92862939419b,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e3080653f1fa5f3,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:3e392096fdf45ddd,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e40ca28a97491db,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:3e4754745213d024,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e49069a78126794,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e4fcccb93fe384c,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e584a3f2d1c56b6,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3e604b54fd494ba1,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e60b374a14a13c4,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e685baefa87bcc0,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:3e6f300b19eb9072,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:3e7325cc99cea6a8,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:3e7470b905093230,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:3e7772f7ff910348,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:3e80567e9b15fa85,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:3e88ef82d017498c,assigned,06,retained,目,toshikeikaku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e8adbe91403f7be,assigned,04,retained,款,shoko,
132047,2024,expenditure,132047:2024:expenditure:approved:3e8e77895c363251,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3e8ec5c640c34a10,assigned,10,retained,会計,fund-kaigo-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:3eb14e1826c1eca5,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3ebb9c3c68cc7d65,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3ec73df482bc7bb8,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:3ecad781e914776a,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3ecf2128be571949,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3ed2ff0b7c68f3c9,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:3ed4b74f950f0b33,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3ed50ba958b5ae06,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3ed64f280c27f701,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3ed73c69907dc32f,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3edfec8c433d76da,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3ee2f060c1ae51a0,assigned,06,retained,項,doboku-jutaku,
132047,2024,expenditure,132047:2024:expenditure:approved:3ee4ed2dd25a0136,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:3ee6978d1f0285a3,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:3f14838e5d3172cc,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3f2313e619aa182d,assigned,10,retained,会計,fund-kaigo-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:3f2a21243f76bce8,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3f47083cbd5a1bac,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3f5344d1335b459e,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3f5ae206583b333d,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:3f6649b4ace373d6,assigned,06,retained,項,doboku-jutaku,
132047,2024,expenditure,132047:2024:expenditure:approved:3f6967d5fb0397b5,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3f6ad2098b0c5ad2,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3f834b3e90dd5d5f,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3fab2c8da6f69018,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:3fabb1ce5c9d8dbb,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3fbd2516ba180a76,assigned,06,retained,目,toshikeikaku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3fbe963851281bd2,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3fd443102110bea3,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3fd6ff5f9b7a7571,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3fd72ea5c4657b60,assigned,04,retained,目,toshikeikaku-gairo,
132047,2024,expenditure,132047:2024:expenditure:approved:3fdab50cc006de3e,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:3fe1552e6d27f099,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3fe4b0b6145128e6,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:3fea8af6dc89d7a3,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:3fec7e48a12b205d,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:4001212b0ccd9a4b,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40020f247559e528,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40129a67fe48563b,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:4043402b69d5fe4a,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:4052f42faa8cc452,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:407f0361dfcdd474,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:409696e6f95327f2,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:40a40a71ff129819,assigned,10,retained,会計,fund-kaigo-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:40a6847cb6f98982,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40a7b51e66bb7e21,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:40ab8283d541d34e,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:40aca0072db6b47f,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40aeb3b315a86583,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:40b27622b1363686,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:40be31b32cbd700a,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40cce699a50bf95d,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40d464b57cb93889,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40d5d8d753df1216,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40d61d92def1093d,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:40da6f834ea3e911,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:40dcd7c91021aab7,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:40e72789f40a07aa,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:40fdf1e85d735f9d,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:4103508e48dafee0,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:4104b3f10157819b,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:41083b8419b67541,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:4111b9259796843e,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:411fb80dd1c978bc,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:4128fa6ba94932e6,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:41292c9fc173abe6,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:412eba1688283784,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:41342e3663d093fa,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:413bbe735629a7fd,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:41425c1ff16e1631,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:414c258df300e98d,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:414dbda21613a18f,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:416099183b53c9f6,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:4164c2aaa5616077,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:41705085a1039fc5,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:418cf9766deae148,assigned,10,retained,会計,fund-kaigo-service,
132047,2024,expenditure,132047:2024:expenditure:approved:41b7739c14e49692,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:41bd4e2c902095cf,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:41d8977f4386febb,assigned,05,retained,項,doboku-kasen,
132047,2024,expenditure,132047:2024:expenditure:approved:41dfb7ced365f655,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:41e089b2e626da0f,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4201aef5c40021f8,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:42030f024f6cd67a,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:420c633b9e5001db,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:421139ad0a7e64ee,assigned,04,retained,款,rodo,
132047,2024,expenditure,132047:2024:expenditure:approved:4212683176e0b2c9,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:4230ccfbd60cdee8,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:42417c20d8afc485,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4247a0c7d297323f,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:4257f1ea83f3d5e9,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:425f0142c327827a,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:42616140dba23723,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:42790ba46a71269f,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:428a5b71d650dfd4,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:428e3628bcf1d9be,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:428edf1b8f8455cf,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4291aa4c493157d7,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:4293504e32c5a061,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4298ddb4a14bf297,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:42a7e69afe549407,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:42a854c2e3408d2a,assigned,04,retained,項,doboku-kanri,
132047,2024,expenditure,132047:2024:expenditure:approved:42a88eb46070118f,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:42aad499a5212b5e,assigned,10,retained,会計,fund-kaigo-service,
132047,2024,expenditure,132047:2024:expenditure:approved:42b2be70be908773,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:42b7f8f4338cfcfb,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:42cacc0d0f82901f,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:42da7d856039beae,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:42ec6025145c4048,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:42f470f2d8ed8c96,assigned,07,retained,会計,fund-kokuho,
132047,2024,expenditure,132047:2024:expenditure:approved:42f7c0baa54b174a,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:42fbb9f00bd5cc04,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:43001077748ef6c1,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4300e418336101af,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:43095e63751032fd,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:430f422491df0c6d,assigned,04,retained,款,norin,
132047,2024,expenditure,132047:2024:expenditure:approved:431257d13fad1aff,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:431d4ab4210db4e4,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:432939727a9b5507,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:43414f873818bc09,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:4349dd4c49bed4f1,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:43678d88b0c1898e,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:437cdd2f9723389d,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:437e41f4ac1f4d84,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:438268737184eed5,assigned,04,retained,項,doboku-kanri,
132047,2024,expenditure,132047:2024:expenditure:approved:438c6e63d79a237f,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:438cdd46de5ba11c,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:439375d107d0e6e6,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4393bf73d1a4b375,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:43a3461abc85d4ae,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:43b87536b42d8f98,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:43c18edf1f042597,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:43c31781c2573721,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:43ceb6c66f7d0cfd,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:43d143f5def3fa1a,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:43f5b3140b8df06f,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:440905e7b6a6f792,assigned,04,retained,項,doboku-kanri,
132047,2024,expenditure,132047:2024:expenditure:approved:441590f2b15f4af1,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:4418f677dd597c9f,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:444106d1b0c3c94c,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:444169366f9a1157,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:444b132b300bc6fc,assigned,04,retained,款,norin,
132047,2024,expenditure,132047:2024:expenditure:approved:444b60179d794571,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:444d33f126643a16,assigned,04,retained,款,norin,
132047,2024,expenditure,132047:2024:expenditure:approved:4462b72a1a8367a7,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4465d9cf1a65882d,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:448b1ea5859c7699,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:448d48b060d6c0b0,assigned,03,retained,款,shobo,
132047,2024,expenditure,132047:2024:expenditure:approved:449f18a7ea767e8a,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:44b7aa87c61c66ec,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:44c09b28d2f4af8c,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:44ca1c14ef21ba42,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:44d6ecf354cf912c,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:44f4ec79c31610c9,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:44f5a1e564dc4b49,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:44faa520018eeff6,assigned,06,retained,項,doboku-jutaku,
132047,2024,expenditure,132047:2024:expenditure:approved:450dd2d5fc2c506d,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:45160a14813ce5b1,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:45193387d363f1da,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:451a9e206fe8ac7c,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4528fefbb66c0e19,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:452d4ece3f6d887a,assigned,09,retained,目,shogaigakushu-other,
132047,2024,expenditure,132047:2024:expenditure:approved:452e46197827057e,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:45381bb2603fc383,assigned,05,retained,項,eisei-seiso,
132047,2024,expenditure,132047:2024:expenditure:approved:453ef493cde3d351,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4581fd9db3d10f80,assigned,07,retained,項,eisei-hoken,
132047,2024,expenditure,132047:2024:expenditure:approved:4589623d6011d20d,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45a157eeda01c1c1,assigned,07,retained,会計,fund-kokuho,
132047,2024,expenditure,132047:2024:expenditure:approved:45a2723d2febb145,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45a4ed039611deff,assigned,04,retained,目,toshikeikaku-gairo,
132047,2024,expenditure,132047:2024:expenditure:approved:45a612f1fdd8a82b,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45af200bafcdedfd,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45b09896fcaf1307,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45b61403945b4d53,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45bec5b7f0bf3d45,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:45bf98d7c5fb5f87,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45c2712a49a16ebb,assigned,04,retained,款,norin,
132047,2024,expenditure,132047:2024:expenditure:approved:45eadc520b8e7f4e,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45eb4fdae7542c1c,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:45ef8792f98b7150,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:45f04246e9f28072,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:45fe4058f27fb92f,assigned,08,retained,項,kyoiku-sports,
132047,2024,expenditure,132047:2024:expenditure:approved:4604c6183e74a1d8,assigned,09,retained,項,kyoiku-somu,
132047,2024,expenditure,132047:2024:expenditure:approved:460d4f4f951deabf,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:46113ccf79b87f5e,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:46123066c4d857a0,assigned,04,retained,項,doboku-doro,
132047,2024,expenditure,132047:2024:expenditure:approved:4622e7a51c6caa30,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:4624e805aca5593a,assigned,08,retained,目,toshikeikaku-kouen,
132047,2024,expenditure,132047:2024:expenditure:approved:46282fdb75c33866,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:463aa6883df13487,assigned,01,retained,款,somu,
132047,2024,expenditure,132047:2024:expenditure:approved:463fced8f94a263c,assigned,10,retained,款,minsei,
132047,2024,expenditure,132047:2024:expenditure:approved:464355fa0472a519,out-of-scope,"",retained,項,refund,
