団体コード,"都道府県名
 （漢字）","市区町村名
 （漢字）","都道府県名
 （カナ）","市区町村名
 （カナ）",自治体のトップページ,会議録のトップページ, 自治体数,公開自治体数,公開自治体率
75426,福島県,楢葉町,ﾌｸｼﾏｹﾝ,ﾅﾗﾊﾏﾁ,http://www.town.naraha.lg.jp/index.html,,,,
75434,福島県,富岡町,ﾌｸｼﾏｹﾝ,ﾄﾐｵｶﾏﾁ,http://www.tomioka-town.jp/,http://www.tomioka-town.jp/gikai/record.php,,,
75442,福島県,川内村,ﾌｸｼﾏｹﾝ,ｶﾜｳﾁﾑﾗ,http://www.kawauchimura.jp/,,,,
75451,福島県,大熊町,ﾌｸｼﾏｹﾝ,ｵｵｸﾏﾏﾁ,http://www.town.okuma.fukushima.jp/,,,,
75469,福島県,双葉町,ﾌｸｼﾏｹﾝ,ﾌﾀﾊﾞﾏﾁ,http://www.town.fukushima-futaba.lg.jp/,,,,
75477,福島県,浪江町,ﾌｸｼﾏｹﾝ,ﾅﾐｴﾏﾁ,http://www.town.namie.fukushima.jp/,,,,
75485,福島県,葛尾村,ﾌｸｼﾏｹﾝ,ｶﾂﾗｵﾑﾗ,http://www.katsurao.org/,,,,
75612,福島県,新地町,ﾌｸｼﾏｹﾝ,ｼﾝﾁﾏﾁ,http://www.shinchi-town.jp/,,,,
75647,福島県,飯舘村,ﾌｸｼﾏｹﾝ,ｲｲﾀﾃﾑﾗ,http://www.vill.iitate.fukushima.jp/index.html,,,,
80004,茨城県,,ｲﾊﾞﾗｷｹﾝ,,http://www.pref.ibaraki.jp/,http://gikai1.pref.ibaraki.jp/,,,
82015,茨城県,水戸市,ｲﾊﾞﾗｷｹﾝ,ﾐﾄｼ,http://www.city.mito.lg.jp/,http://www.city.mito.lg.jp/001544/001563/index.html,,,
82023,茨城県,日立市,ｲﾊﾞﾗｷｹﾝ,ﾋﾀﾁｼ,http://www.city.hitachi.lg.jp/,http://asp.db-search.com/hitachi-c/dsweb.cgi/,,,
82031,茨城県,土浦市,ｲﾊﾞﾗｷｹﾝ,ﾂﾁｳﾗｼ,http://www.city.tsuchiura.lg.jp/index.html,http://www.city.tsuchiura.lg.jp/page/page000722.html,,,
82040,茨城県,古河市,ｲﾊﾞﾗｷｹﾝ,ｺｶﾞｼ,http://www.city.ibaraki-koga.lg.jp/,http://www.city.ibaraki-koga.lg.jp/category/7-4-6-0-0.html,,,
82058,茨城県,石岡市,ｲﾊﾞﾗｷｹﾝ,ｲｼｵｶｼ,https://www.city.ishioka.lg.jp/,http://asp.db-search.com/ishioka-c/dsweb.cgi/,,,
82074,茨城県,結城市,ｲﾊﾞﾗｷｹﾝ,ﾕｳｷｼ,http://www.city.yuki.lg.jp/,http://www.city.yuki.lg.jp/page/page000740.html,,,
82082,茨城県,龍ケ崎市,ｲﾊﾞﾗｷｹﾝ,ﾘｭｳｶﾞｻｷｼ,http://www.city.ryugasaki.ibaraki.jp/,http://www.kaigiroku.net/kensaku/ryugasaki/ryugasaki.html,,,
82104,茨城県,下妻市,ｲﾊﾞﾗｷｹﾝ,ｼﾓﾂﾏｼ,http://www.city.shimotsuma.lg.jp/,http://www.kensakusystem.jp/shimotsuma/index.html,,,
82112,茨城県,常総市,ｲﾊﾞﾗｷｹﾝ,ｼﾞｮｳｿｳｼ,http://www.city.joso.lg.jp/,http://asp.db-search.com/joso-c/dsweb.cgi/,,,
82121,茨城県,常陸太田市,ｲﾊﾞﾗｷｹﾝ,ﾋﾀﾁｵｵﾀｼ,http://www.city.hitachiota.ibaraki.jp/,http://www.city.hitachiota.ibaraki.jp/page/dir001059.html,,,
82147,茨城県,高萩市,ｲﾊﾞﾗｷｹﾝ,ﾀｶﾊｷﾞｼ,http://www.city.takahagi.ibaraki.jp/,http://ssp.kaigiroku.net/tenant/takahagi/MinuteBrowse.html,,,
82155,茨城県,北茨城市,ｲﾊﾞﾗｷｹﾝ,ｷﾀｲﾊﾞﾗｷｼ,http://www.city.kitaibaraki.lg.jp/,http://www.city.kitaibaraki.lg.jp/docs/2015022300555/,,,
82163,茨城県,笠間市,ｲﾊﾞﾗｷｹﾝ,ｶｻﾏｼ,http://www.city.kasama.lg.jp/index.html,http://www.city.kasama.lg.jp/page/dir000042.html,,,
82171,茨城県,取手市,ｲﾊﾞﾗｷｹﾝ,ﾄﾘﾃﾞｼ,https://www.city.toride.ibaraki.jp/,http://ami-search.amivoice.com/toride/usr/,,,
82198,茨城県,牛久市,ｲﾊﾞﾗｷｹﾝ,ｳｼｸｼ,http://www.city.ushiku.lg.jp/,http://www.city.ushiku.lg.jp/page/page002944.html,,,
82201,茨城県,つくば市,ｲﾊﾞﾗｷｹﾝ,ﾂｸﾊﾞｼ,https://www.city.tsukuba.ibaraki.jp/,http://tsukuba.gijiroku.com/voices/,,,
82210,茨城県,ひたちなか市,ｲﾊﾞﾗｷｹﾝ,ﾋﾀﾁﾅｶｼ,http://www.city.hitachinaka.lg.jp/,http://hitachinaka.gijiroku.com/voices/g08v_viewh.asp,,,
82228,茨城県,鹿嶋市,ｲﾊﾞﾗｷｹﾝ,ｶｼﾏｼ,http://www.city.kashima.ibaraki.jp/,http://www.kaigiroku.net/kensaku/kashima/kashima.html,,,
82236,茨城県,潮来市,ｲﾊﾞﾗｷｹﾝ,ｲﾀｺｼ,http://www.city.itako.lg.jp/,http://www.city.itako.lg.jp/reiki_int/reiki_menu.html,,,
82244,茨城県,守谷市,ｲﾊﾞﾗｷｹﾝ,ﾓﾘﾔｼ,http://www.city.moriya.ibaraki.jp/,http://moriya.gijiroku.com/,,,
82252,茨城県,常陸大宮市,ｲﾊﾞﾗｷｹﾝ,ﾋﾀﾁｵｵﾐﾔｼ,http://www.city.hitachiomiya.lg.jp/,http://www.kaigiroku.net/kensaku/hitachiomiya/hitachiomiya.html,,,
82261,茨城県,那珂市,ｲﾊﾞﾗｷｹﾝ,ﾅｶｼ,http://www.city.naka.lg.jp/,http://www.city.naka.lg.jp/page/page000112.html,,,
82279,茨城県,筑西市,ｲﾊﾞﾗｷｹﾝ,ﾁｸｾｲｼ,http://www.city.chikusei.lg.jp/,http://www.kaigiroku.net/kensaku/chikusei/chikusei.html,,,
82287,茨城県,坂東市,ｲﾊﾞﾗｷｹﾝ,ﾊﾞﾝﾄﾞｳｼ,http://www.city.bando.lg.jp/,http://www.kaigiroku.net/kensaku/bando/bando.html,,,
82295,茨城県,稲敷市,ｲﾊﾞﾗｷｹﾝ,ｲﾅｼｷｼ,http://www.city.inashiki.lg.jp/index.html,http://inashiki.gijiroku.com/voices/easy.html,,,
82309,茨城県,かすみがうら市,ｲﾊﾞﾗｷｹﾝ,ｶｽﾐｶﾞｳﾗｼ,http://www.city.kasumigaura.ibaraki.jp/,http://www.city.kasumigaura.ibaraki.jp/gikai/kaigiroku/,,,
82317,茨城県,桜川市,ｲﾊﾞﾗｷｹﾝ,ｻｸﾗｶﾞﾜｼ,http://www.city.sakuragawa.lg.jp/index.html,http://www.city.sakuragawa.lg.jp/data/gikai/kaigiroku/,,,
82325,茨城県,神栖市,ｲﾊﾞﾗｷｹﾝ,ｶﾐｽｼ,http://www.city.kamisu.ibaraki.jp/,http://www.kaigiroku.net/kensaku/cgi-bin/wwwFrameBase.exe?A=frameBase_kuwa&USR=ibakams&PWD=&L=1&S=31,,,
82333,茨城県,行方市,ｲﾊﾞﾗｷｹﾝ,ﾅﾒｶﾞﾀｼ,http://www.city.namegata.ibaraki.jp/,http://www.kaigiroku.net/kensaku/namegata/namegata.html,,,
82341,茨城県,鉾田市,ｲﾊﾞﾗｷｹﾝ,ﾎｺﾀｼ,http://www.city.hokota.lg.jp/,http://www.city.hokota.lg.jp/gikaitop/kaigiroku/,,,
82350,茨城県,つくばみらい市,ｲﾊﾞﾗｷｹﾝ,ﾂｸﾊﾞﾐﾗｲｼ,https://www.city.tsukubamirai.lg.jp/,https://www.city.tsukubamirai.lg.jp/viewer/genre2.html?idSubTop=2&id=706,,,
82368,茨城県,小美玉市,ｲﾊﾞﾗｷｹﾝ,ｵﾐﾀﾏｼ,http://www.city.omitama.lg.jp/,http://www.kaigiroku.net/kensaku/omitama/omitama.html,,,
83020,茨城県,茨城町,ｲﾊﾞﾗｷｹﾝ,ｲﾊﾞﾗｷﾏﾁ,http://www.town.ibaraki.lg.jp/,http://kyoto-city.net/dnavi/%E8%8C%A8%E5%9F%8E%E7%94%BA%E8%AD%B0%E4%BC%9A-%E4%BC%9A%E8%AD%B0%E9%8C%B2%E6%A4%9C%E7%B4%A2%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0/,,,
83097,茨城県,大洗町,ｲﾊﾞﾗｷｹﾝ,ｵｵｱﾗｲﾏﾁ,http://www.town.oarai.lg.jp/,http://www.town.oarai.lg.jp/~gikai/gikaikoho/info-164-15_4.html,,,
83101,茨城県,城里町,ｲﾊﾞﾗｷｹﾝ,ｼﾛｻﾄﾏﾁ,http://www.town.shirosato.lg.jp/,,,,
83411,茨城県,東海村,ｲﾊﾞﾗｷｹﾝ,ﾄｳｶｲﾑﾗ,http://www.vill.tokai.ibaraki.jp/,http://www.kaigiroku.net/kensaku/tokai/tokai.html,,,
83640,茨城県,大子町,ｲﾊﾞﾗｷｹﾝ,ﾀﾞｲｺﾞﾏﾁ,http://www.town.daigo.ibaraki.jp/,http://www.town.daigo.ibaraki.jp/page/page000681.html,,,
84425,茨城県,美浦村,ｲﾊﾞﾗｷｹﾝ,ﾐﾎﾑﾗ,http://www.vill.miho.lg.jp/,http://www.vill.miho.lg.jp/page/dir000035.html,,,
84433,茨城県,阿見町,ｲﾊﾞﾗｷｹﾝ,ｱﾐﾏﾁ,http://www.town.ami.lg.jp/,http://www.town.ami.lg.jp/category/7-8-0-0-0.html,,,
84476,茨城県,河内町,ｲﾊﾞﾗｷｹﾝ,ｶﾜﾁﾏﾁ,http://www.town.ibaraki-kawachi.lg.jp/,http://www.town.ibaraki-kawachi.lg.jp/gikai/giroku/2015/index.html,,,
85219,茨城県,八千代町,ｲﾊﾞﾗｷｹﾝ,ﾔﾁﾖﾏﾁ,http://www.town.ibaraki-yachiyo.lg.jp/,http://www.town.ibaraki-yachiyo.lg.jp/sp/page/dir000425.html,,,
85421,茨城県,五霞町,ｲﾊﾞﾗｷｹﾝ,ｺﾞｶﾏﾁ,http://www.town.goka.lg.jp/,,,,
85464,茨城県,境町,ｲﾊﾞﾗｷｹﾝ,ｻｶｲﾏﾁ,http://www.town.sakai.ibaraki.jp/,,,,
85642,茨城県,利根町,ｲﾊﾞﾗｷｹﾝ,ﾄﾈﾏﾁ,http://www.town.tone.ibaraki.jp/,http://www.town.tone.ibaraki.jp/page/dir000390.html,,,
90000,栃木県,,ﾄﾁｷﾞｹﾝ,,http://www.pref.tochigi.lg.jp/index.html,http://pref-tochigi.gijiroku.com/voices/index.html,,,
92011,栃木県,宇都宮市,ﾄﾁｷﾞｹﾝ,ｳﾂﾉﾐﾔｼ,http://www.city.utsunomiya.tochigi.jp/,http://www2.city.utsunomiya.tochigi.jp/utsunomiya/cgi-bin3/See.exe?Code=tvklxjxg6uct0a0kia,,,
92029,栃木県,足利市,ﾄﾁｷﾞｹﾝ,ｱｼｶｶﾞｼ,http://www.city.ashikaga.tochigi.jp/,http://www.kaigiroku.net/kensaku/ashikaga/ashikaga.html,,,
92037,栃木県,栃木市,ﾄﾁｷﾞｹﾝ,ﾄﾁｷﾞｼ,http://www.city.tochigi.lg.jp/,http://www.kaigiroku.net/kensaku/tochigi/tochigi.html,,,
92045,栃木県,佐野市,ﾄﾁｷﾞｹﾝ,ｻﾉｼ,http://www.city.sano.lg.jp/,http://www.kaigiroku.net/kensaku/sano/sano.html,,,
92053,栃木県,鹿沼市,ﾄﾁｷﾞｹﾝ,ｶﾇﾏｼ,http://www.city.kanuma.tochigi.jp/,http://www.kensakusystem.jp/kanuma-c/sapphire.html,,,
92061,栃木県,日光市,ﾄﾁｷﾞｹﾝ,ﾆｯｺｳｼ,http://www.city.nikko.lg.jp/,http://www.kaigiroku.net/kensaku/nikko/nikko.html,,,
92088,栃木県,小山市,ﾄﾁｷﾞｹﾝ,ｵﾔﾏｼ,http://www.city.oyama.tochigi.jp/,http://www.kaigiroku.net/kensaku/oyama/oyama.html,,,
92096,栃木県,真岡市,ﾄﾁｷﾞｹﾝ,ﾓｵｶｼ,http://www.city.moka.tochigi.jp/,http://www.kaigiroku.net/kensaku/moka/moka.html,,,
92100,栃木県,大田原市,ﾄﾁｷﾞｹﾝ,ｵｵﾀﾜﾗｼ,http://www.city.ohtawara.tochigi.jp/,http://www.kaigiroku.net/kensaku/ohtawarashi/ohtawarashi.html,,,
92118,栃木県,矢板市,ﾄﾁｷﾞｹﾝ,ﾔｲﾀｼ,http://www.city.yaita.tochigi.jp/,http://www.kaigiroku.net/kensaku/yaita/yaita.html,,,
92134,栃木県,那須塩原市,ﾄﾁｷﾞｹﾝ,ﾅｽｼｵﾊﾞﾗｼ,http://www.city.nasushiobara.lg.jp/,http://www.kaigiroku.net/kensaku/nasushiobara/nasushiobara.html,,,
92142,栃木県,さくら市,ﾄﾁｷﾞｹﾝ,ｻｸﾗｼ,http://www.city.tochigi-sakura.lg.jp/,http://www.kaigiroku.net/kensaku/sakura/sakura.html,,,
92151,栃木県,那須烏山市,ﾄﾁｷﾞｹﾝ,ﾅｽｶﾗｽﾔﾏｼ,http://www.city.nasukarasuyama.lg.jp/,"http://www.city.nasukarasuyama.lg.jp/index.cfm/11,0,52,239,html",,,
92169,栃木県,下野市,ﾄﾁｷﾞｹﾝ,ｼﾓﾂｹｼ,http://www.city.shimotsuke.lg.jp/,http://www.kaigiroku.net/kensaku/shimotsuke/shimotsuke.html,,,
93017,栃木県,上三川町,ﾄﾁｷﾞｹﾝ,ｶﾐﾉｶﾜﾏﾁ,http://www.town.kaminokawa.tochigi.jp/,http://www.town.kaminokawa.tochigi.jp/f_gikai/back_number.htm,,,
93424,栃木県,益子町,ﾄﾁｷﾞｹﾝ,ﾏｼｺﾏﾁ,http://www.town.mashiko.tochigi.jp/,http://www.kaigiroku.net/kensaku/mashiko/mashiko.html,,,
93432,栃木県,茂木町,ﾄﾁｷﾞｹﾝ,ﾓﾃｷﾞﾏﾁ,http://www.town.motegi.tochigi.jp/,http://www.town.motegi.tochigi.jp/motegi/nextpage.php?cd=18000&syurui=0,,,
93441,栃木県,市貝町,ﾄﾁｷﾞｹﾝ,ｲﾁｶｲﾏﾁ,http://www.town.ichikai.tochigi.jp/,http://www.kaigiroku.net/kensaku/ichikai/ichikai.html,,,
93459,栃木県,芳賀町,ﾄﾁｷﾞｹﾝ,ﾊｶﾞﾏﾁ,http://www.town.haga.tochigi.jp/,http://www.kaigiroku.net/kensaku/haga/haga.html,,,
93611,栃木県,壬生町,ﾄﾁｷﾞｹﾝ,ﾐﾌﾞﾏﾁ,http://www.town.mibu.tochigi.jp/,http://www.kaigiroku.net/kensaku/mibu/mibu.html,,,
93645,栃木県,野木町,ﾄﾁｷﾞｹﾝ,ﾉｷﾞﾏﾁ,http://www.town.nogi.lg.jp/,http://www.kaigiroku.net/kensaku/nogi/nogi.html,,,
93840,栃木県,塩谷町,ﾄﾁｷﾞｹﾝ,ｼｵﾔﾏﾁ,http://www.town.shioya.tochigi.jp/,http://www.kaigiroku.net/kensaku/shioya/shioya.html,,,
93866,栃木県,高根沢町,ﾄﾁｷﾞｹﾝ,ﾀｶﾈｻﾞﾜﾏﾁ,http://www.town.takanezawa.tochigi.jp/,http://www.kaigiroku.net/kensaku/takanezawa/takanezawa.html,,,
94072,栃木県,那須町,ﾄﾁｷﾞｹﾝ,ﾅｽﾏﾁ,http://www.town.nasu.lg.jp/,http://www.kaigiroku.net/kensaku/nasu/nasu.html,,,
94111,栃木県,那珂川町,ﾄﾁｷﾞｹﾝ,ﾅｶｶﾞﾜﾏﾁ,http://www.town.tochigi-nakagawa.lg.jp/,http://www.kaigiroku.net/kensaku/nakagawa/nakagawa.html,,,
100005,群馬県,,ｸﾞﾝﾏｹﾝ,,http://www.pref.gunma.jp/,http://www07.gijiroku.com/voices/Srchtop.asp,,,
102016,群馬県,前橋市,ｸﾞﾝﾏｹﾝ,ﾏｴﾊﾞｼｼ,http://www.city.maebashi.gunma.jp/,http://asp.db-search.com/maebashi-c/dsweb.cgi/,,,
102024,群馬県,高崎市,ｸﾞﾝﾏｹﾝ,ﾀｶｻｷｼ,http://www.city.takasaki.gunma.jp/,http://takasaki.gijiroku.com/voices/g08v_search.asp,,,
102032,群馬県,桐生市,ｸﾞﾝﾏｹﾝ,ｷﾘｭｳｼ,http://www.city.kiryu.lg.jp/,http://www.kaigiroku.net/kensaku/kiryu/kiryu.html,,,
102041,群馬県,伊勢崎市,ｸﾞﾝﾏｹﾝ,ｲｾｻｷｼ,http://www.city.isesaki.lg.jp/www/toppage/0000000000000/APM03000.html,http://www.city.isesaki.lg.jp/www/genre/0000000000000/1000000000233/index.html,,,
102059,群馬県,太田市,ｸﾞﾝﾏｹﾝ,ｵｵﾀｼ,http://www.city.ota.gunma.jp/,http://ota.gijiroku.com/voices/,,,
102067,群馬県,沼田市,ｸﾞﾝﾏｹﾝ,ﾇﾏﾀｼ,http://www.city.numata.gunma.jp/,http://www2.city.numata.gunma.jp/gijiroku/,,,
102075,群馬県,館林市,ｸﾞﾝﾏｹﾝ,ﾀﾃﾊﾞﾔｼｼ,http://www.city.tatebayashi.gunma.jp/,http://www.kaigiroku.net/kensaku/tatebayashi/tatebayashi.html,,,
102083,群馬県,渋川市,ｸﾞﾝﾏｹﾝ,ｼﾌﾞｶﾜｼ,http://www.city.shibukawa.lg.jp/,http://www.kaigiroku.net/kensaku/shibukawa/shibukawa.html,,,
102091,群馬県,藤岡市,ｸﾞﾝﾏｹﾝ,ﾌｼﾞｵｶｼ,http://www.city.fujioka.gunma.jp/,http://fujioka.gijiroku.com/voices/g08v_viewh.asp,,,
102105,群馬県,富岡市,ｸﾞﾝﾏｹﾝ,ﾄﾐｵｶｼ,http://www.city.tomioka.lg.jp/www/toppage/0000000000000/APM03000.html,http://www.kaigiroku.net/kensaku/tomioka/tomioka.html,,,
102113,群馬県,安中市,ｸﾞﾝﾏｹﾝ,ｱﾝﾅｶｼ,http://www.city.annaka.gunma.jp/,http://www.kaigiroku.net/kensaku/annaka/annaka.html,,,
102121,群馬県,みどり市,ｸﾞﾝﾏｹﾝ,ﾐﾄﾞﾘｼ,http://www.city.midori.gunma.jp/www/toppage/0000000000000/APM03000.html,http://www.city.midori.gunma.jp/www/genre/0000000000000/1000000000212/index.html,,,
103446,群馬県,榛東村,ｸﾞﾝﾏｹﾝ,ｼﾝﾄｳﾑﾗ,http://www.vill.shinto.gunma.jp/,http://www.vill.shinto.gunma.jp/gikai/03kaigiroku/,,,
103454,群馬県,吉岡町,ｸﾞﾝﾏｹﾝ,ﾖｼｵｶﾏﾁ,http://www.town.yoshioka.gunma.jp/,http://www.town.yoshioka.gunma.jp/gikai/kaigiroku.html,,,
103667,群馬県,上野村,ｸﾞﾝﾏｹﾝ,ｳｴﾉﾑﾗ,http://www.uenomura.jp/,,,,
103675,群馬県,神流町,ｸﾞﾝﾏｹﾝ,ｶﾝﾅﾏﾁ,http://www.town.kanna.gunma.jp/,,,,
103829,群馬県,下仁田町,ｸﾞﾝﾏｹﾝ,ｼﾓﾆﾀﾏﾁ,http://www.town.shimonita.lg.jp/,http://www.town.shimonita.lg.jp/m08/m02/index.html,,,
103837,群馬県,南牧村,ｸﾞﾝﾏｹﾝ,ﾅﾝﾓｸﾑﾗ,http://www.minamimakimura.jp/,http://www.minamimakimura.jp/yakuba/category/kaigiroku,,,
103845,群馬県,甘楽町,ｸﾞﾝﾏｹﾝ,ｶﾝﾗﾏﾁ,http://www.town.kanra.lg.jp/,http://www.town.kanra.lg.jp/gikai/kaigiroku/index.html,,,
104213,群馬県,中之条町,ｸﾞﾝﾏｹﾝ,ﾅｶﾉｼﾞﾖｳﾏﾁ,http://www.town.nakanojo.gunma.jp/,http://town.nakanojo.gunma.jp/gappei/gijiroku.html,,,
104248,群馬県,長野原町,ｸﾞﾝﾏｹﾝ,ﾅｶﾞﾉﾊﾗﾏﾁ,http://www1.town.naganohara.gunma.jp/index.html,http://www1.town.naganohara.gunma.jp/www/contents/1456900555108/index.html,,,
104256,群馬県,嬬恋村,ｸﾞﾝﾏｹﾝ,ﾂﾏｺﾞｲﾑﾗ,https://www.vill.tsumagoi.gunma.jp/,https://www.vill.tsumagoi.gunma.jp/soshiki/gikai/index.html,,,
104264,群馬県,草津町,ｸﾞﾝﾏｹﾝ,ｸｻﾂﾏﾁ,http://www.town.kusatsu.gunma.jp/www/toppage/0000000000000/APM01000.html,http://kusatsu.gijiroku.com/kusatsu/g08v_view.asp,,,
104281,群馬県,高山村,ｸﾞﾝﾏｹﾝ,ﾀｶﾔﾏﾑﾗ,http://www.vill.takayama.gunma.jp/,http://www.vill.takayama.gunma.jp/~info/gikai/gikaidayori.html,,,
104299,群馬県,東吾妻町,ｸﾞﾝﾏｹﾝ,ﾋｶﾞｼｱｶﾞﾂﾏﾏﾁ,http://www1.town.higashiagatsuma.gunma.jp/,http://www1.town.higashiagatsuma.gunma.jp/www/gikai/genre/1204443645837/index.html,,,
104434,群馬県,片品村,ｸﾞﾝﾏｹﾝ,ｶﾀｼﾅﾑﾗ,http://www.vill.katashina.gunma.jp/,http://www.vill.katashina.gunma.jp/gikai/2016-0330-1558-35.html,,,
104442,群馬県,川場村,ｸﾞﾝﾏｹﾝ,ｶﾜﾊﾞﾑﾗ,http://www.vill.kawaba.gunma.jp/,,,,
104485,群馬県,昭和村,ｸﾞﾝﾏｹﾝ,ｼｮｳﾜﾑﾗ,http://www.vill.showa.gunma.jp/top.htm,http://www.vill.showa.gunma.jp/assembly/dayori/dayori.htm,,,
104493,群馬県,みなかみ町,ｸﾞﾝﾏｹﾝ,ﾐﾅｶﾐﾏﾁ,http://www.town.minakami.gunma.jp/,http://www.town.minakami.gunma.jp/10gikai/01gijiroku/,,,
104647,群馬県,玉村町,ｸﾞﾝﾏｹﾝ,ﾀﾏﾑﾗﾏﾁ,http://www.town.tamamura.lg.jp/,https://www.town.tamamura.lg.jp/site/gikai/kaigiroku.html,,,
105210,群馬県,板倉町,ｸﾞﾝﾏｹﾝ,ｲﾀｸﾗﾏﾁ,http://www.town.itakura.gunma.jp/,http://www.town.itakura.gunma.jp/d000070/d000030/,,,
105228,群馬県,明和町,ｸﾞﾝﾏｹﾝ,ﾒｲﾜﾏﾁ,http://www.town.meiwa.gunma.jp/,http://www.town.meiwa.gunma.jp/gyosei/section/gikai/kaigiroku/kaigiroku.htm,,,
105236,群馬県,千代田町,ｸﾞﾝﾏｹﾝ,ﾁﾖﾀﾞﾏﾁ,http://www.town.chiyoda.gunma.jp/,http://www.town.chiyoda.gunma.jp/gikai/gikai001.htm,,,
105244,群馬県,大泉町,ｸﾞﾝﾏｹﾝ,ｵｵｲｽﾞﾐﾏﾁ,https://www.town.oizumi.gunma.jp/,https://www.town.oizumi.gunma.jp/01soshiki/11gikai/1289005934-3.html,,,
105252,群馬県,邑楽町,ｸﾞﾝﾏｹﾝ,ｵｳﾗﾏﾁ,http://www.town.ora.gunma.jp/,http://www.town.ora.gunma.jp/chosei/gikai/kaigiroku/,,,
110001,埼玉県,,ｻｲﾀﾏｹﾝ,,https://www.pref.saitama.lg.jp/,http://www.kaigiroku.net/kensaku/pref_saitama/pref_saitama.html,,,
111007,埼玉県,さいたま市,ｻｲﾀﾏｹﾝ,ｻｲﾀﾏｼ,http://www.city.saitama.jp/,http://www.kaigiroku.net/kensaku/saitama/saitama.html,,,
112011,埼玉県,川越市,ｻｲﾀﾏｹﾝ,ｶﾜｺﾞｴｼ,https://www.city.kawagoe.saitama.jp/,http://asp.db-search.com/kawagoe-c/dsweb.cgi/,,,
112020,埼玉県,熊谷市,ｻｲﾀﾏｹﾝ,ｸﾏｶﾞﾔｼ,https://www.city.kumagaya.lg.jp/,http://www.kaigiroku.net/kensaku/kumagaya/kumagaya.html,,,
112038,埼玉県,川口市,ｻｲﾀﾏｹﾝ,ｶﾜｸﾞﾁｼ,http://www.city.kawaguchi.lg.jp/,http://www.kaigiroku.net/kensaku/kawaguchi/kawaguchi.html,,,
112062,埼玉県,行田市,ｻｲﾀﾏｹﾝ,ｷﾞﾖｳﾀﾞｼ,http://www.city.gyoda.lg.jp/,https://www.city.gyoda.lg.jp/gyosejoho/kaigiroku/index.html,,,
112071,埼玉県,秩父市,ｻｲﾀﾏｹﾝ,ﾁﾁﾌﾞｼ,http://www.city.chichibu.lg.jp/,http://www.kaigiroku.net/kensaku/chichibu/chichibu.html,,,
112089,埼玉県,所沢市,ｻｲﾀﾏｹﾝ,ﾄｺﾛｻﾞﾜｼ,https://www.city.tokorozawa.saitama.jp/,http://www.kaigiroku.net/kensaku/tokorozawa/tokorozawa.html,,,
112097,埼玉県,飯能市,ｻｲﾀﾏｹﾝ,ﾊﾝﾉｳｼ,http://www.city.hanno.saitama.jp/,http://www.city.hanno.saitama.jp/0000000009.html,,,
112101,埼玉県,加須市,ｻｲﾀﾏｹﾝ,ｶｿﾞｼ,http://www.city.kazo.lg.jp/,http://www.kaigiroku.net/kensaku/kazo/kazo.html,,,
112119,埼玉県,本庄市,ｻｲﾀﾏｹﾝ,ﾎﾝｼﾞﾖｳｼ,http://www.city.honjo.lg.jp/,http://www.kaigiroku.net/kensaku/honjo/honjo.html,,,
112127,埼玉県,東松山市,ｻｲﾀﾏｹﾝ,ﾋｶﾞｼﾏﾂﾔﾏｼ,http://www.city.higashimatsuyama.lg.jp/,http://www.kaigiroku.net/kensaku/higashimatsuyama/higashimatsuyama.html,,,
112143,埼玉県,春日部市,ｻｲﾀﾏｹﾝ,ｶｽｶﾍﾞｼ,https://www.city.kasukabe.lg.jp/,http://www.kasukabe-shigikai.jp/kensaku.asp,,,
112151,埼玉県,狭山市,ｻｲﾀﾏｹﾝ,ｻﾔﾏｼ,https://www.city.sayama.saitama.jp/,http://wwwinfo.city.sayama.saitama.jp/gijiroku/g08v_view.asp,,,
112160,埼玉県,羽生市,ｻｲﾀﾏｹﾝ,ﾊﾆﾕｳｼ,http://www.city.hanyu.lg.jp/,http://www.kaigiroku.net/kensaku/hanyu/hanyu.html,,,
112178,埼玉県,鴻巣市,ｻｲﾀﾏｹﾝ,ｺｳﾉｽｼ,http://www.city.kounosu.saitama.jp/,http://www.kaigiroku.net/kensaku/kounosu/kounosu.html,,,
112186,埼玉県,深谷市,ｻｲﾀﾏｹﾝ,ﾌｶﾔｼ,http://www.city.fukaya.saitama.jp/,http://www.city.fukaya.saitama.jp/shisei/kyoikuiinkai/kyouikuiinkai_kaigi/1391414642251.html,,,
112194,埼玉県,上尾市,ｻｲﾀﾏｹﾝ,ｱｹﾞｵｼ,https://www.city.ageo.lg.jp/,http://www.kaigiroku.net/kensaku/ageo/ageo.html,,,
112216,埼玉県,草加市,ｻｲﾀﾏｹﾝ,ｿｳｶｼ,http://www.city.soka.saitama.jp/,http://www.soka-shigikai.jp/VOICES/,,,
112224,埼玉県,越谷市,ｻｲﾀﾏｹﾝ,ｺｼｶﾞﾔｼ,https://www.city.koshigaya.saitama.jp/,http://www.kaigiroku.net/kensaku/koshigaya/koshigaya.html,,,
112232,埼玉県,蕨市,ｻｲﾀﾏｹﾝ,ﾜﾗﾋﾞｼ,http://www.city.warabi.saitama.jp/,http://warabi.gijiroku.com/gikai/voices/g08v_view.asp,,,
112241,埼玉県,戸田市,ｻｲﾀﾏｹﾝ,ﾄﾀﾞｼ,http://www.city.toda.saitama.jp/,http://www2.city.toda.saitama.jp/gikai/g08v_viewh.asp,,,
