budget_line_id,jurisdiction_code,jurisdiction_label,fiscal_year,direction,phase_id,phase_label,fund_code,fund_label,fund_source,kan_code,kan_label,kan_source,kou_code,kou_label,kou_source,moku_code,moku_label,moku_source,jikou_code,jikou_label,jikou_source,setsu_code,setsu_label,setsu_source,saisaisetsu_code,saisaisetsu_label,saisaisetsu_source,hierarchy_path,value,currency,source_amount,source_amount_unit,source_row,cofog_division_code,cofog_division_label,cofog_status,cofog_consolidation,cofog_consolidation_scope,cofog_counterpart_ids,cofog_decided_at_level,cofog_basis,cofog_rule_id
132047:2024:expenditure:approved:f7db839cc2d9a15a,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,01,市政窓口管理費,01市政窓口管理費,10,需用費,10需用費,01,諸印刷費,01諸印刷費,会計01/款02/項01/目09/事項01/節10/細々節01,69000,JPY,69,千円,615,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:09f8210b7f6eb523,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,01,市政窓口管理費,01市政窓口管理費,11,役務費,11役務費,01,システムサービス利用料,01システムサービス利用料,会計01/款02/項01/目09/事項01/節11/細々節01,165000,JPY,165,千円,616,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:36a9bab42a6415c6,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,01,市政窓口管理費,01市政窓口管理費,11,役務費,11役務費,01,キャッシュレス決済手数料,01キャッシュレス決済手数料,会計01/款02/項01/目09/事項01/節11/細々節01,115000,JPY,115,千円,617,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:621fffc4763d2f02,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,01,市政窓口管理費,01市政窓口管理費,12,委託料,12委託料,01,収納金集金業務委託料,01収納金集金業務委託料,会計01/款02/項01/目09/事項01/節12/細々節01,4620000,JPY,4620,千円,618,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:23bfb4b65b07b59b,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,01,市政窓口管理費,01市政窓口管理費,12,委託料,12委託料,02,文書交換業務委託料,02文書交換業務委託料,会計01/款02/項01/目09/事項01/節12/細々節02,2574000,JPY,2574,千円,619,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:a164c520a79fb68d,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,01,報酬,01報酬,01,月額職員報酬　２人,01月額職員報酬　２人,会計01/款02/項01/目09/事項02/節01/細々節01,4821000,JPY,4821,千円,620,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:d688c095a6443ca5,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,01,報酬,01報酬,01,時間額職員報酬,01時間額職員報酬,会計01/款02/項01/目09/事項02/節01/細々節01,363000,JPY,363,千円,621,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:3798f9d269955992,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,03,職員手当等,03職員手当等,01,月額職員期末・勤勉手当,01月額職員期末・勤勉手当,会計01/款02/項01/目09/事項02/節03/細々節01,1683000,JPY,1683,千円,622,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:80ef6a96c3ea1b01,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,04,共済費,04共済費,01,月額職員共済費,01月額職員共済費,会計01/款02/項01/目09/事項02/節04/細々節01,1100000,JPY,1100,千円,623,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:4c12b705ac51aa6e,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,04,共済費,04共済費,01,時間額職員共済費,01時間額職員共済費,会計01/款02/項01/目09/事項02/節04/細々節01,83000,JPY,83,千円,624,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:8b55ecc01847418b,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,10,需用費,10需用費,01,諸消耗品費,01諸消耗品費,会計01/款02/項01/目09/事項02/節10/細々節01,313000,JPY,313,千円,625,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:879dd37c361e5b19,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,10,需用費,10需用費,01,諸修繕料,01諸修繕料,会計01/款02/項01/目09/事項02/節10/細々節01,500000,JPY,500,千円,626,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:e4ff628e28a2ea51,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,10,需用費,10需用費,01,電気料,01電気料,会計01/款02/項01/目09/事項02/節10/細々節01,2098000,JPY,2098,千円,627,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:a87ffab2fd16d8ce,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,10,需用費,10需用費,02,水道料,02水道料,会計01/款02/項01/目09/事項02/節10/細々節02,264000,JPY,264,千円,628,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:66ac5cb17182538a,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,11,役務費,11役務費,01,電話料,01電話料,会計01/款02/項01/目09/事項02/節11/細々節01,319000,JPY,319,千円,629,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:3f2a21243f76bce8,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,11,役務費,11役務費,02,回線使用料,02回線使用料,会計01/款02/項01/目09/事項02/節11/細々節02,86000,JPY,86,千円,630,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:1684ab96bb751fa0,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,11,役務費,11役務費,01,ごみ収集処理手数料,01ごみ収集処理手数料,会計01/款02/項01/目09/事項02/節11/細々節01,69000,JPY,69,千円,631,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:7e51f7fae541638a,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,11,役務費,11役務費,02,両替等手数料,02両替等手数料,会計01/款02/項01/目09/事項02/節11/細々節02,61000,JPY,61,千円,632,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:2c435696c4de1c54,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,12,委託料,12委託料,01,設備保守点検等委託料,01設備保守点検等委託料,会計01/款02/項01/目09/事項02/節12/細々節01,5050000,JPY,5050,千円,633,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:3baeba20770e9cca,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,12,委託料,12委託料,02,市政窓口業務委託料,02市政窓口業務委託料,会計01/款02/項01/目09/事項02/節12/細々節02,70118000,JPY,70118,千円,634,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:8616d63487a3572e,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,13,使用料及び賃借料,13使用料及び賃借料,01,テレビ受信料,01テレビ受信料,会計01/款02/項01/目09/事項02/節13/細々節01,13000,JPY,13,千円,635,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:b671e93824ae112c,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,13,使用料及び賃借料,13使用料及び賃借料,02,電子複写機等使用料,02電子複写機等使用料,会計01/款02/項01/目09/事項02/節13/細々節02,69000,JPY,69,千円,636,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:d52503dd660fb19c,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,13,使用料及び賃借料,13使用料及び賃借料,03,ＡＥＤ機器使用料,03ＡＥＤ機器使用料,会計01/款02/項01/目09/事項02/節13/細々節03,49000,JPY,49,千円,637,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:d257b7f0ee4a05ba,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,13,使用料及び賃借料,13使用料及び賃借料,04,情報機器等使用料,04情報機器等使用料,会計01/款02/項01/目09/事項02/節13/細々節04,50000,JPY,50,千円,638,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:c474b1f3b221d853,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,13,使用料及び賃借料,13使用料及び賃借料,01,賃借料等,01賃借料等,会計01/款02/項01/目09/事項02/節13/細々節01,20628000,JPY,20628,千円,639,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:866c04e9462bac48,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,14,工事請負費,14工事請負費,01,維持補修工事費,01維持補修工事費,会計01/款02/項01/目09/事項02/節14/細々節01,1200000,JPY,1200,千円,640,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:3f14838e5d3172cc,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,02,三鷹駅前市政窓口運営費,02三鷹駅前市政窓口運営費,17,備品購入費,17備品購入費,01,諸備品購入費,01諸備品購入費,会計01/款02/項01/目09/事項02/節17/細々節01,841000,JPY,841,千円,641,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:13d21b002f8b43ad,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,01,報酬,01報酬,01,時間額職員報酬,01時間額職員報酬,会計01/款02/項01/目09/事項03/節01/細々節01,317000,JPY,317,千円,642,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:ea55fa6a29a8e36c,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,04,共済費,04共済費,01,時間額職員共済費,01時間額職員共済費,会計01/款02/項01/目09/事項03/節04/細々節01,6000,JPY,6,千円,643,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:3407b2b2162db234,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,10,需用費,10需用費,01,諸消耗品費,01諸消耗品費,会計01/款02/項01/目09/事項03/節10/細々節01,127000,JPY,127,千円,644,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:f8f7e393c9a09e38,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,10,需用費,10需用費,01,電気料,01電気料,会計01/款02/項01/目09/事項03/節10/細々節01,490000,JPY,490,千円,645,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:4462b72a1a8367a7,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,10,需用費,10需用費,02,水道料,02水道料,会計01/款02/項01/目09/事項03/節10/細々節02,27000,JPY,27,千円,646,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:182cbaae0efd1a40,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,11,役務費,11役務費,01,電話料,01電話料,会計01/款02/項01/目09/事項03/節11/細々節01,152000,JPY,152,千円,647,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:8f2fde904efde910,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,11,役務費,11役務費,02,回線使用料,02回線使用料,会計01/款02/項01/目09/事項03/節11/細々節02,86000,JPY,86,千円,648,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:6d3942b79cdd79d9,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,11,役務費,11役務費,01,ごみ収集処理手数料,01ごみ収集処理手数料,会計01/款02/項01/目09/事項03/節11/細々節01,14000,JPY,14,千円,649,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:b4b91880767eff2d,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,12,委託料,12委託料,01,設備保守委託料,01設備保守委託料,会計01/款02/項01/目09/事項03/節12/細々節01,104000,JPY,104,千円,650,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:b51728e18d2395c7,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,12,委託料,12委託料,02,清掃委託料,02清掃委託料,会計01/款02/項01/目09/事項03/節12/細々節02,548000,JPY,548,千円,651,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:d8643d9a675143ba,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,12,委託料,12委託料,03,警備委託料,03警備委託料,会計01/款02/項01/目09/事項03/節12/細々節03,343000,JPY,343,千円,652,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:46282fdb75c33866,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,12,委託料,12委託料,04,市政窓口業務委託料,04市政窓口業務委託料,会計01/款02/項01/目09/事項03/節12/細々節04,14963000,JPY,14963,千円,653,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:c1bda8dbb5972272,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,12,委託料,12委託料,05,機器保守委託料,05機器保守委託料,会計01/款02/項01/目09/事項03/節12/細々節05,328000,JPY,328,千円,654,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:d533f3c8218587a8,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,13,使用料及び賃借料,13使用料及び賃借料,01,テレビ受信料,01テレビ受信料,会計01/款02/項01/目09/事項03/節13/細々節01,13000,JPY,13,千円,655,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:03eb9ed4055b97ea,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,13,使用料及び賃借料,13使用料及び賃借料,02,ＡＥＤ機器使用料,02ＡＥＤ機器使用料,会計01/款02/項01/目09/事項03/節13/細々節02,61000,JPY,61,千円,656,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:e1c2a5fcd4fb2ea0,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,13,使用料及び賃借料,13使用料及び賃借料,03,情報機器等使用料,03情報機器等使用料,会計01/款02/項01/目09/事項03/節13/細々節03,21000,JPY,21,千円,657,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:46f491d6de9ab75d,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,03,三鷹台市政窓口運営費,03三鷹台市政窓口運営費,14,工事請負費,14工事請負費,01,冷水機設置工事費,01冷水機設置工事費,会計01/款02/項01/目09/事項03/節14/細々節01,237000,JPY,237,千円,658,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:241ddc6e3bf393c6,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,04,三鷹東部市政窓口運営費,04三鷹東部市政窓口運営費,01,報酬,01報酬,01,時間額職員報酬,01時間額職員報酬,会計01/款02/項01/目09/事項04/節01/細々節01,317000,JPY,317,千円,659,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:0ffcda8a68ab0ef4,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,04,三鷹東部市政窓口運営費,04三鷹東部市政窓口運営費,04,共済費,04共済費,01,時間額職員共済費,01時間額職員共済費,会計01/款02/項01/目09/事項04/節04/細々節01,6000,JPY,6,千円,660,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:2388e3a0f14dc8d3,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,04,三鷹東部市政窓口運営費,04三鷹東部市政窓口運営費,10,需用費,10需用費,01,諸消耗品費,01諸消耗品費,会計01/款02/項01/目09/事項04/節10/細々節01,115000,JPY,115,千円,661,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:54f2d1541a6e15cd,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,04,三鷹東部市政窓口運営費,04三鷹東部市政窓口運営費,10,需用費,10需用費,01,電気料,01電気料,会計01/款02/項01/目09/事項04/節10/細々節01,359000,JPY,359,千円,662,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:581f480daa287afe,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,04,三鷹東部市政窓口運営費,04三鷹東部市政窓口運営費,10,需用費,10需用費,02,水道料,02水道料,会計01/款02/項01/目09/事項04/節10/細々節02,25000,JPY,25,千円,663,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
132047:2024:expenditure:approved:04b364219cda9808,132047,三鷹市,2024,expenditure,approved,当初予算,01,一般会計,01一般会計,02,総務費,02総務費,01,総務管理費,01総務管理費,09,市政窓口費,09市政窓口費,04,三鷹東部市政窓口運営費,04三鷹東部市政窓口運営費,11,役務費,11役務費,01,電話料,01電話料,会計01/款02/項01/目09/事項04/節11/細々節01,176000,JPY,176,千円,664,01,一般公共サービス,assigned,retained,,,款,総務・徴税・戸籍・選挙・統計・監査。COFOG 01 一般公共サービス,somu
