jurisdiction_code,direction,kan_code,kou_name,fiscal_year_from,kind,master_kan_code,master_kou_code,basis
132241,revenue,8,,,addition,,,ゴルフ場利用税交付金。基本の表に無いが様式の歳入の備考2が地方税法第103条のゴルフ場所在市町村に款の挿入を認めている。その条件付き追加なので対応先のマスタが無い。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,08,,,addition,,,ゴルフ場利用税交付金。基本の表に無いが様式の歳入の備考2が地方税法第103条のゴルフ場所在市町村に款の挿入を認めている。その条件付き追加なので対応先のマスタが無い。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,10,,,addition,,,国有提供施設等所在市町村助成交付金。基本の表に無いが様式の歳入の備考2が同法第1項の適用市町村に款の挿入を認めている。その条件付き追加なので対応先のマスタが無い。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,01,,,map,1,,款名「議会費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,1,,,map,1,,款名「議会費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,2,,,map,2,,款名「総務費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,02,,,map,2,,款名「総務費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,3,,,map,3,,款名「民生費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,03,,,map,3,,款名「民生費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,4,,,map,4,,款名「衛生費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,04,,,map,4,,款名「衛生費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,05,,,map,5,,款名「労働費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,5,,,map,5,,款名「労働費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,6,,,map,6,,款名「農林業費」。マスタの表記は「農林水産業費」。多摩市に水産業の項が無く名称を短くしているだけで同じ款。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,06,,,map,6,,款名「農林業費」。マスタの表記は「農林水産業費」。多摩市に水産業の項が無く名称を短くしているだけで同じ款。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,07,,,map,7,,款名「商工費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,7,,,map,7,,款名「商工費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,8,,,map,8,,款名「土木費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,08,,,map,8,,款名「土木費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,9,,,map,9,,款名「消防費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,09,,,map,9,,款名「消防費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,10,,,map,10,,款名「教育費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,11,,,map,11,,款名「災害復旧費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,12,,,map,12,,款名「公債費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,13,,,map,13,,款名「諸支出金」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,14,,,map,14,,款名「予備費」がマスタと一致。⚠️ 款コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,01,市民税,,map,1,1,マスタの表記は「市町村民税」。マスタの「市(町村)」「都(道府県)」は市か町村か（都か道府県か）で読み替える様式の記法。市の読みで同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,1,市民税,,map,1,1,マスタの表記は「市町村民税」。マスタの「市(町村)」「都(道府県)」は市か町村か（都か道府県か）で読み替える様式の記法。市の読みで同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,01,市たばこ税,,map,1,4,マスタの表記は「市町村たばこ税」。市の読みで同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,1,市たばこ税,,map,1,4,マスタの表記は「市町村たばこ税」。市の読みで同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,17,都負担金,,map,15,1,マスタの表記は「都(道府県)負担金」。都の読みで同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,17,都補助金,,map,15,2,マスタの表記は「都(道府県)補助金」。都の読みで同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,22,延滞金・加算金及び過料,,map,20,1,マスタの表記は「延滞金、加算金及び過料」。並列の区切りが読点か中黒かの表記差。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,22,市預金利子,,map,20,2,マスタの表記は「市(町村)預金利子」。市の読みで同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,23,市債,,map,21,1,マスタの表記は「市(町村)債」。市の読みで同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,08,ゴルフ場利用税交付金,,addition,,,款そのものが様式の歳入の備考2による条件付きの挿入なので対応先のマスタが無い。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,8,ゴルフ場利用税交付金,,addition,,,款そのものが様式の歳入の備考2による条件付きの挿入なので対応先のマスタが無い。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,10,国有提供施設等所在市町村助成交付金,,addition,,,款そのものが様式の歳入の備考2による条件付きの挿入なので対応先のマスタが無い。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,revenue,11,新型コロナウイルス感染症対策地方税減収補てん特別交付金,,addition,9,,現行の法定様式に無い時限の交付金（令和2年度の税制対応）。地方特例交付金の款の下に市が計上した区分。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する。⚠️ 三鷹市は「補填」で多摩市は「補てん」と原典の表記が違う
132241,expenditure,03,国民年金費,,addition,3,,法定の民生費の項に無いが様式の備考1が行政権能の差による項の追加を認めている。国民年金事務は法定受託事務として市町村が担う。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,3,国民年金費,,addition,3,,法定の民生費の項に無いが様式の備考1が行政権能の差による項の追加を認めている。国民年金事務は法定受託事務として市町村が担う。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,08,道路橋りょう費,,map,8,2,マスタの表記は「道路橋りよう費」（拗音を大書きする様式の記法）。同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,8,道路橋りょう費,,map,8,2,マスタの表記は「道路橋りよう費」（拗音を大書きする様式の記法）。同じ項。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,11,公共土木施設災害復旧費,,map,11,2,マスタの「何施設災害復旧費」の「何」に施設の種類を入れた形。様式の「何税」「何寄附金」と同じ記法。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,11,公園施設災害復旧費,,map,11,2,マスタの「何施設災害復旧費」の「何」に施設の種類を入れた形。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,11,文教施設災害復旧費,,map,11,2,マスタの「何施設災害復旧費」の「何」に施設の種類を入れた形。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,11,その他公共、公用施設災害復旧費,,map,11,2,マスタの「何施設災害復旧費」の「何」に施設の種類を入れた形。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
132241,expenditure,13,小切手支払未済償還金,,addition,13,,法定の諸支出金の項に無いが様式の備考1が行政権能の差による項の追加を認めている。歳計現金の戻入にあたる。⚠️ コードのゼロ埋めが年度で変わる（R3 は01・R4 は1）ため両表記を登録する
