fiscal_year,direction,budget_line_id,cofog_status,cofog_division,cofog_group,cofog_class,cofog_consolidation,cofog_decided_at_level,cofog_rule_id,cofog_counterpart_fund
2025,expenditure,132071:2025:expenditure:approved:222cd809247ea9ef,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:2238197d5ee007a8,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:2239a3ff8dde402a,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:22420d5a7b9f0b5e,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2247e9e20630be2a,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:22503fd230536679,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:225980b9d83b1f2b,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:22798d9085f337cb,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:227e0adb00d77a8f,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:229360ff9e0a0945,assigned,09,09.6,"",retained,目,akishima-hokentaiiku-kyushoku,
2025,expenditure,132071:2025:expenditure:approved:2293be0f35b04682,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:22ac6dd22229cb3b,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:22b42736473ad661,assigned,06,06.2,"",retained,項,akishima-toshikeikaku-other,
2025,expenditure,132071:2025:expenditure:approved:22b96bb69160593e,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:22c2447f635bb56b,assigned,08,08.1,"",retained,目,akishima-toshikeikaku-kouen,
2025,expenditure,132071:2025:expenditure:approved:22d084d1923594c4,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:22e2414f600356b8,assigned,04,04.5,04.5.1,retained,項,akishima-doboku-doro,
2025,expenditure,132071:2025:expenditure:approved:23162292da7241d3,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:231eeb5745413e3e,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:233417e5fcd993de,assigned,04,04.7,"",retained,款,shoko,
2025,expenditure,132071:2025:expenditure:approved:2335af40aad6262b,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:2356584ea9321b0b,assigned,04,04.5,04.5.1,retained,項,akishima-doboku-doro,
2025,expenditure,132071:2025:expenditure:approved:235cdc9513aac815,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2361127f30f9fa9e,assigned,04,04.7,"",retained,款,shoko,
2025,expenditure,132071:2025:expenditure:approved:23650efc405969f1,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:237306977028ff5f,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:237670181d293837,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:2391eebd05d23d72,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:23a3a3574324fcfa,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:23a83093d3a1dacd,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:23ab268cdc8c85c0,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:23ae3b1a656c08ab,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:23c24b5dbb4089ca,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:23c69b8586755258,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:23c7fb1ec5cc41a9,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:23d1c4820b0a13b2,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:23dc5e374338ed7a,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:23e59007d7ebac3e,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:23e8d80c6ffe9d66,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:23f03ef4c68a2fb2,assigned,04,04.7,"",retained,款,shoko,
2025,expenditure,132071:2025:expenditure:approved:23f48041dd465b87,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:241728eaa12008f0,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:244a8103d1581b90,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:2456b7c455f8f36f,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:245c6f7b3d887d89,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2488cd8625860c67,assigned,04,04.5,04.5.1,retained,項,akishima-doboku-doro,
2025,expenditure,132071:2025:expenditure:approved:249a1ce5f115eca2,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:24a62e2dbcb8bd64,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:24bcfcd6fe0ca778,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:24d18f5242338ce3,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:24d68c884c6f5bc7,assigned,09,09.6,"",retained,目,akishima-hokentaiiku-kyushoku,
2025,expenditure,132071:2025:expenditure:approved:24f35d8f194c6716,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:24ff5d41fdc186ed,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:250c1883abeb9a9c,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2555c86a82dbe6d0,assigned,04,04.7,"",retained,款,shoko,
2025,expenditure,132071:2025:expenditure:approved:2559a13cd4e1beba,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:256a3a3e22944e7a,assigned,08,08.1,"",retained,項,akishima-hokentaiiku-other,
2025,expenditure,132071:2025:expenditure:approved:25b5e62ce7664ba7,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:25ba704a52b91ad3,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:25fab58cfca34a4b,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:260b9615670d3d6c,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2617e5e31ce1620e,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:261b0ef8494f9dcc,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:262b58864b740810,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:263817af1e7e99fa,assigned,04,04.5,04.5.1,retained,項,akishima-doboku-doro,
2025,expenditure,132071:2025:expenditure:approved:2655c356c563d8c1,assigned,08,08.1,"",retained,項,akishima-hokentaiiku-other,
2025,expenditure,132071:2025:expenditure:approved:26a0364eab641dc3,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:26aab52d0c8685b0,assigned,01,01.1,"",retained,款,gikai,
2025,expenditure,132071:2025:expenditure:approved:26ad613cf9e98b88,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:26adf7bc0a780f9c,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:26cd62f87b0afa23,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:26d7a4d0347ca1eb,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:26e8b4556d806ac6,assigned,04,04.7,"",retained,款,shoko,
2025,expenditure,132071:2025:expenditure:approved:27117ee22691add7,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:273b85275b1c8641,assigned,08,08.1,"",retained,項,akishima-hokentaiiku-other,
2025,expenditure,132071:2025:expenditure:approved:274d031259a7759b,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:275061a6b4235c9c,assigned,01,01.1,"",retained,款,gikai,
2025,expenditure,132071:2025:expenditure:approved:275c2fa5c24f3d31,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:276cc684c56a8cb0,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2771ecdaa614d436,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:2785afd7f23c4a9d,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:27a004e403de4d64,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:27bf1ea2ac63fe9a,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:27c0acc874448891,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:27c1be1700c7b1d4,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:27de1cd2710f4ccd,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:27e0f90bd9cbb461,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:2816eb0fa0c3f751,assigned,04,04.1,04.1.2,retained,款,rodo,
2025,expenditure,132071:2025:expenditure:approved:284612d9c4cf4601,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:284840fa66dd2960,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:287b278172a988db,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:288b6bc700d41e93,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:288e93d9584daa11,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:289e1614d27a5900,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:28b555f081a731df,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:28b6280d4e303769,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:28ce34c154db3616,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:28ce54166672afd8,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:28de222f4b1ae2d0,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:29084d8362c03321,assigned,04,04.1,04.1.2,retained,款,rodo,
2025,expenditure,132071:2025:expenditure:approved:290b204ccac5f421,assigned,08,08.1,"",retained,目,akishima-toshikeikaku-kouen,
2025,expenditure,132071:2025:expenditure:approved:2914cfeeffbe24de,assigned,08,08.1,"",retained,項,akishima-hokentaiiku-other,
2025,expenditure,132071:2025:expenditure:approved:292b017ff0c3b11f,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:292c1a4238c6364a,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:292e7163fedcdaa1,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:293f3244f62983c9,assigned,09,09.6,"",retained,目,akishima-hokentaiiku-kyushoku,
2025,expenditure,132071:2025:expenditure:approved:29574427ecb3ae73,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:297ddd70f740900a,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:2980a60d7624031e,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:29a361a63dde5cd3,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:29a3a565b6ab0dff,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:29a49389076d4a5a,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:29b10424bb6696a6,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:29baf7f4fbb939fe,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:29c396b31dd79a6c,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:29cb61f27b817ba0,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:29dc0167835c97e2,assigned,01,01.1,"",retained,款,gikai,
2025,expenditure,132071:2025:expenditure:approved:29dc485ad2697983,assigned,06,06.2,"",retained,項,akishima-toshikeikaku-other,
2025,expenditure,132071:2025:expenditure:approved:29e8441e078531fe,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:29eb7ed9666a12ed,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:29fd9ef2dd2b3b9d,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2a00f972a7898cb8,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2a1e7f9b0171e812,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2a4279eab29f54e7,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:2a479c2704405055,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2a54661b0cbf17b7,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:2a651d158681b772,assigned,04,04.5,04.5.1,retained,項,akishima-doboku-doro,
2025,expenditure,132071:2025:expenditure:approved:2a6fd537211de73d,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:2a736a156a43a103,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:2aa8023d0d488df3,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2aad2ac6810cb08b,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:2ad80be1bb118f0f,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:2b03db3c7880dfa1,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2b1e2cb9e08279e1,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:2b328259143bf43c,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2b4210c420d527f5,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:2b4800be0a04c8f5,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2b5bcc938cf11c68,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2b7191bdbb521988,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2b810588f71daaa7,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2ba220221419c29f,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:2ba817d778c4f620,assigned,04,04.5,04.5.1,retained,項,akishima-doboku-doro,
2025,expenditure,132071:2025:expenditure:approved:2bc499ba0d49cb28,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2bd8208a08ca1b16,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2c059e51b6da006e,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2c097139ef1677d6,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:2c0a49592692cacd,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2c257d462134d5c4,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2c5d11a26384d686,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:2c674a6fa702015c,assigned,08,08.1,"",retained,目,akishima-toshikeikaku-kouen,
2025,expenditure,132071:2025:expenditure:approved:2cc7687696316e6b,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2cc906144cad3647,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:2cd8b0ce31a4d377,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:2ce03384f778d993,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2ce0bf9e615752a0,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2cf1fe4fc8559825,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2d1e889ed0dfc6b7,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:2d39344488fb8f27,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2d3c3fc1f79e4abc,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:2d6c82984a82b282,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:2d70a63efdaa1106,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2d799c9818c07069,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:2d8c6d00346c2383,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:2d967136c592b0b1,assigned,06,06.2,"",retained,項,akishima-toshikeikaku-other,
2025,expenditure,132071:2025:expenditure:approved:2da44d91d695c1b3,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:2da6948a15bd51d7,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2dc40152fda30030,assigned,05,05.2,"",retained,目,akishima-toshikeikaku-gesui,
2025,expenditure,132071:2025:expenditure:approved:2dcf5805da44b072,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:2ddd7a16acfd8272,assigned,08,08.1,"",retained,項,akishima-hokentaiiku-other,
2025,expenditure,132071:2025:expenditure:approved:2de0f6e6896488b3,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:2de8c7b78eaa8897,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2deabbe939308e0e,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:2e11168caeac884c,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2e15a02ed6c7eeda,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2e3c9f543ffb795c,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2e50d2fcd0059a27,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2e61f4c651927f68,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2e7602be215bb1b6,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:2eb9f96b6110b9df,assigned,01,01.1,"",retained,款,gikai,
2025,expenditure,132071:2025:expenditure:approved:2ed19e49e1c12dea,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:2ed989144e790c2e,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2ef73477bb1cd61b,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2ef934078bfd1f14,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:2f305d49b25a6fde,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2f33dba645c9b97a,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2f3bb6c8390df1ea,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:2f3ddbb9eaa7837b,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:2f3f22a67576dc44,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2f672a22b138b9b5,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:2f72371a1e962465,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2fb171253e71880f,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:2fb39f6856364fb4,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:2fb42e0e8ae78cbd,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:2fb6a9d214672ced,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:2fc1b00366676e27,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2fc57a16145f9130,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2fc7f987430ffd39,assigned,08,08.1,"",retained,項,akishima-hokentaiiku-other,
2025,expenditure,132071:2025:expenditure:approved:2fe2cd1d40d417f5,assigned,01,01.1,"",retained,款,gikai,
2025,expenditure,132071:2025:expenditure:approved:2ff074d0e7b496ca,assigned,04,04.5,04.5.1,retained,項,akishima-doboku-doro,
2025,expenditure,132071:2025:expenditure:approved:2ff62386bebf41ac,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2ff9d7728c414853,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:2fff6fe5499ae7a7,assigned,04,04.5,04.5.1,retained,項,akishima-doboku-doro,
2025,expenditure,132071:2025:expenditure:approved:300c39b89afbae54,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:303b1b7a86ecb026,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:3049810182248ff3,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:304a312a4e3fe7a3,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:304efb31f1d5f1b2,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:305733f933baca30,assigned,08,08.1,"",retained,項,akishima-hokentaiiku-other,
2025,expenditure,132071:2025:expenditure:approved:305f99fa482d349e,assigned,08,08.2,"",retained,目,akishima-shakaikyoiku-bunka,
2025,expenditure,132071:2025:expenditure:approved:3061f41d1a380e7d,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:307fc0d152c82fd7,assigned,01,01.1,"",retained,款,gikai,
2025,expenditure,132071:2025:expenditure:approved:308073725ae35e18,assigned,09,09.6,"",retained,目,akishima-hokentaiiku-kyushoku,
2025,expenditure,132071:2025:expenditure:approved:3088c22b9391eff1,assigned,10,"","",retained,款,minsei,
2025,expenditure,132071:2025:expenditure:approved:3089195dc112db01,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:308a283060bf8386,assigned,09,09.2,"",retained,項,akishima-kyoiku-chuto,
2025,expenditure,132071:2025:expenditure:approved:309272387200b565,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:309ee0b15f7db7d5,assigned,03,03.2,"",retained,款,shobo,
2025,expenditure,132071:2025:expenditure:approved:30ba5d39b0c1091e,assigned,07,"","",retained,項,akishima-eisei-hoken,
2025,expenditure,132071:2025:expenditure:approved:30d5ac1e7dd3596e,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
2025,expenditure,132071:2025:expenditure:approved:30dcb1c28dfafbc6,assigned,09,09.1,"",retained,目,akishima-kyoiku-yochien,
2025,expenditure,132071:2025:expenditure:approved:30e1f7ecef545d37,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:30e989f4eaa437fe,assigned,09,09.8,"",retained,項,akishima-kyoiku-gakko,
2025,expenditure,132071:2025:expenditure:approved:31041ddcc8737b23,assigned,04,04.5,"",retained,項,akishima-doboku-kanri,
2025,expenditure,132071:2025:expenditure:approved:310cadc812aa1405,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:311e0c47f0a33e58,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:311f7a788adcfd61,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:312114b1b56ddfb7,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:31282315a2670ed0,assigned,04,04.7,"",retained,款,shoko,
2025,expenditure,132071:2025:expenditure:approved:31293ceae0f1142e,assigned,06,06.2,"",retained,項,akishima-toshikeikaku-other,
2025,expenditure,132071:2025:expenditure:approved:312aa6f3aed23563,assigned,09,09.5,"",retained,項,akishima-shakaikyoiku-other,
2025,expenditure,132071:2025:expenditure:approved:3160e823964f2ad0,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:3188220a12ca947a,assigned,05,05.1,"",retained,項,akishima-eisei-seiso,
2025,expenditure,132071:2025:expenditure:approved:31962034194b80d9,assigned,08,08.1,"",retained,目,akishima-toshikeikaku-kouen,
2025,expenditure,132071:2025:expenditure:approved:31a4d2f38c9b4f54,assigned,01,"","",retained,款,somu,
2025,expenditure,132071:2025:expenditure:approved:31aba639e2ca514d,assigned,09,09.1,"",retained,項,akishima-kyoiku-shoto,
