budget_line_id,fiscal_year,phase_id,source_row,fund_code,fund_label,kan_code,kan_label,kou_code,kou_label,moku_code,moku_label,setsu_code,setsu_label,saisetsu_code,saisetsu_label,value,source_amount
132071:2025:revenue:approved:fac982c61b17c62e,2025,approved,126,"",一般会計,16,国庫支出金,2,国庫補助金,2,民生費国庫補助金,10,妊婦のための支援給付補助金,"",妊婦のための支援給付補助金(子ども家庭センター担当),1806000,1806
132071:2025:revenue:approved:5f958b2c0c0d05a9,2025,approved,127,"",一般会計,16,国庫支出金,2,国庫補助金,2,民生費国庫補助金,11,養育費等支援事業補助金,"",養育費等支援事業補助金(男女共同参画・女性活躍支援担当),150000,150
132071:2025:revenue:approved:79584eaecad46dc3,2025,approved,128,"",一般会計,16,国庫支出金,2,国庫補助金,2,民生費国庫補助金,12,出産・子育て応援交付金,"",出産・子育て応援交付金(子ども家庭センター担当),25000000,25000
132071:2025:revenue:approved:75ac06d75ab32197,2025,approved,129,"",一般会計,16,国庫支出金,2,国庫補助金,2,民生費国庫補助金,13,保健福祉センター整備費補助金,"",保健福祉センター整備費補助金(健康課),64518000,64518
132071:2025:revenue:approved:f3aec22d6ec453dc,2025,approved,130,"",一般会計,16,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,感染症予防事業等補助金,"",疾病予防対策事業等補助金(健康課),372000,372
132071:2025:revenue:approved:8e93f99c6c1c0023,2025,approved,131,"",一般会計,16,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,2,母子保健衛生費補助金,"",母子保健衛生費補助金(子ども家庭センター担当),2258000,2258
132071:2025:revenue:approved:02becf7b03e06b77,2025,approved,132,"",一般会計,16,国庫支出金,2,国庫補助金,4,土木費国庫補助金,1,社会資本整備総合交付金,"",社会資本整備総合交付金(建設課、都市計画課),268685000,268685
132071:2025:revenue:approved:bebff4cc3f1d5988,2025,approved,133,"",一般会計,16,国庫支出金,2,国庫補助金,4,土木費国庫補助金,2,道路メンテナンス事業補助金,"",橋りょう改修事業補助金(建設課),4400000,4400
132071:2025:revenue:approved:3aebb9f35b11c24d,2025,approved,134,"",一般会計,16,国庫支出金,2,国庫補助金,5,消防費国庫補助金,1,消防団設備整備費補助金,"",消防団設備整備費補助金(防災安全課),1029000,1029
132071:2025:revenue:approved:37b53ac03e81164e,2025,approved,135,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,1,児童生徒就学援助費補助金,"",児童生徒就学援助費補助金(学務担当),627000,627
132071:2025:revenue:approved:468025fe7de876b6,2025,approved,136,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,1,児童生徒就学援助費補助金,"",児童生徒就学奨励費補助金(学務担当),2744000,2744
132071:2025:revenue:approved:763208963b6eff03,2025,approved,137,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,2,理科教育等設備整備費補助金,"",理科教育等設備整備費補助金(教育総務課),744000,744
132071:2025:revenue:approved:9a37099ce2ffd560,2025,approved,138,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,3,防音工事費補助金,"",共成小除湿温度保持機能復旧工事費補助金(教育総務課),184800000,184800
132071:2025:revenue:approved:2decb554049d6945,2025,approved,139,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,3,防音工事費補助金,"",田中小除湿温度保持機能復旧工事費補助金(教育総務課),8841000,8841
132071:2025:revenue:approved:adb4661606e5472b,2025,approved,140,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",富士見丘小大規模改造(便所改修)工事費交付金(教育総務課),23333000,23333
132071:2025:revenue:approved:66bfad437d638473,2025,approved,141,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",玉川小大規模改造(東側便所改修)工事費交付金(教育総務課),16942000,16942
132071:2025:revenue:approved:184b2bf756b4f51d,2025,approved,142,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",中神小大規模改造(西側便所改修)工事費交付金(教育総務課),21972000,21972
132071:2025:revenue:approved:69900c28bc46afcd,2025,approved,143,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",光華小大規模改造(外壁等改修)工事費交付金(教育総務課),16920000,16920
132071:2025:revenue:approved:cf4126f552f5f9c4,2025,approved,144,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",16款国庫支出金,5880000,5880
132071:2025:revenue:approved:876357a6f6c2cd4b,2025,approved,145,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",拝島第一小便所洋式化改修工事費交付金(教育総務課),3812000,3812
132071:2025:revenue:approved:3160fb010db18dfe,2025,approved,146,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",拝島第三小大規模改造(西側便所改修)工事費交付金(教育総務課),13236000,13236
132071:2025:revenue:approved:b10ea3f0bc1dd7d6,2025,approved,147,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",福島中便所洋式化改修工事費交付金(教育総務課),4050000,4050
132071:2025:revenue:approved:e52e3d825b249b0a,2025,approved,148,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",拝島中大規模改造(東側便所改修)工事費交付金(教育総務課),16148000,16148
132071:2025:revenue:approved:8a47db5a60a87ecd,2025,approved,149,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,4,学校施設環境改善交付金,"",防犯設備更新事業交付金(教育総務課),12976000,12976
132071:2025:revenue:approved:dd39916250fc916b,2025,approved,150,"",一般会計,16,国庫支出金,2,国庫補助金,6,教育費国庫補助金,5,社会教育施設費補助金,"",市民会館・公民館除湿温度保持機能等復旧工事費補助金(市民会館・公民館),92175000,92175
132071:2025:revenue:approved:a77cc2d3e828a14d,2025,approved,151,"",一般会計,16,国庫支出金,2,国庫補助金,7,防音事業関連維持事業補助金,1,防音事業関連維持事業補助金,"",防音事業関連維持事業補助金(教育総務課),26283000,26283
132071:2025:revenue:approved:331052646f19eb58,2025,approved,152,"",一般会計,16,国庫支出金,2,国庫補助金,8,特定防衛施設周辺整備調整交付金,1,特定防衛施設周辺整備調整交付金,"",特定防衛施設周辺整備調整交付金(基地・渉外担当),485000000,485000
132071:2025:revenue:approved:03a92f903dc7a9a2,2025,approved,153,"",一般会計,16,国庫支出金,2,国庫補助金,9,物価高騰対応重点支援地方創生臨時交付金,1,物価高騰対応重点支援地方創生臨時交付金,"",物価高騰対応重点支援地方創生臨時交付金(企画政策課),436552000,436552
132071:2025:revenue:approved:ceaf22568e2d3ab3,2025,approved,154,"",一般会計,16,国庫支出金,3,委託金,1,総務費国庫委託金,1,騒音対策事務委託金,"",基地関係騒音対策事務委託金(基地・渉外担当),800000,800
132071:2025:revenue:approved:63ef5265870a36c7,2025,approved,155,"",一般会計,16,国庫支出金,3,委託金,1,総務費国庫委託金,2,中長期在留者住居地届出等事務委託金,"",中長期在留者住居地届出等事務委託金(市民課),1147000,1147
132071:2025:revenue:approved:bd3737254d72a45c,2025,approved,156,"",一般会計,16,国庫支出金,3,委託金,1,総務費国庫委託金,3,自衛官募集事務委託金,"",自衛官募集事務委託金(市民課),28000,28
132071:2025:revenue:approved:cb7afe44e99ed422,2025,approved,157,"",一般会計,16,国庫支出金,3,委託金,2,民生費国庫委託金,1,国民年金事務費委託金,"",国民年金事務費委託金(保険年金課),28576000,28576
132071:2025:revenue:approved:b0bbcc20cffbc441,2025,approved,158,"",一般会計,16,国庫支出金,3,委託金,2,民生費国庫委託金,2,特別児童扶養手当事務委託金,"",特別児童扶養手当事務委託金(障害福祉課),296000,296
132071:2025:revenue:approved:1758b3dcec8d01c3,2025,approved,159,"",一般会計,16,国庫支出金,3,委託金,2,民生費国庫委託金,3,中国残留邦人支援事務委託金,"",中国残留邦人支援事務委託金(福祉総務課),3041000,3041
132071:2025:revenue:approved:b974b5c4426b4ab0,2025,approved,160,"",一般会計,16,国庫支出金,3,委託金,2,民生費国庫委託金,4,年金生活者支援給付金支給業務市町村事務取扱委託金,"",年金生活者支援給付金支給業務市町村事務取扱委託金(保険年金課),647000,647
132071:2025:revenue:approved:dfb68af6f2bec381,2025,approved,161,"",一般会計,16,国庫支出金,3,委託金,3,労働費国庫委託金,1,健康保険日雇特例被保険者取扱委託金,"",健康保険日雇特例被保険者取扱委託金(保険年金課),1000,1
132071:2025:revenue:approved:6650645c29386b3b,2025,approved,162,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,民生委員推薦会負担金,"",民生委員推薦会負担金(福祉総務課),270000,270
132071:2025:revenue:approved:6742524616afd08e,2025,approved,163,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,民生委員・児童委員活動費負担金,"",民生委員・児童委員活動費負担金(福祉総務課),10397000,10397
132071:2025:revenue:approved:f2954d4fa1bd0b41,2025,approved,164,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,3,助産施設費負担金,"",助産施設費負担金(男女共同参画・女性活躍支援担当),575000,575
132071:2025:revenue:approved:24beec2af380f548,2025,approved,165,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,4,母子生活支援施設費負担金,"",母子生活支援施設費負担金(男女共同参画・女性活躍支援担当),3000000,3000
132071:2025:revenue:approved:14171a47d2c59a1c,2025,approved,166,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,5,児童育成手当負担金,"",育成手当負担金(子ども未来課),270000000,270000
132071:2025:revenue:approved:e269bd1243a5f9f5,2025,approved,167,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,5,児童育成手当負担金,"",障害手当負担金(子ども未来課),18600000,18600
132071:2025:revenue:approved:c2b1b3a3191e2860,2025,approved,168,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,6,生活保護費負担金,"",生活保護費負担金(生活福祉課),195287000,195287
132071:2025:revenue:approved:370c79a92b58517b,2025,approved,169,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,7,心身障害者福祉手当負担金,"",心身障害者福祉手当負担金(障害福祉課),198090000,198090
132071:2025:revenue:approved:083a580bc207eee3,2025,approved,170,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,8,保険基盤安定等負担金,"",国民健康保険基盤安定負担金(保険年金課),235378000,235378
132071:2025:revenue:approved:5cb89c84ff38a4bf,2025,approved,171,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,8,保険基盤安定等負担金,"",未就学児均等割保険税負担金(保険年金課),1450000,1450
132071:2025:revenue:approved:1cd3cd16dc975dd2,2025,approved,172,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,8,保険基盤安定等負担金,"",産前産後保険税負担金(保険年金課),750000,750
132071:2025:revenue:approved:a88ecc236881ec6d,2025,approved,173,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,8,保険基盤安定等負担金,"",後期高齢者医療保険基盤安定負担金(保険年金課),207828000,207828
132071:2025:revenue:approved:7c215d121963854a,2025,approved,174,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,9,行旅病人・死亡人取扱費負担金,"",行旅病人・死亡人取扱費負担金(生活福祉課),229000,229
132071:2025:revenue:approved:169c4ce9e896c218,2025,approved,175,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,10,障害者自立支援給付費負担金,"",障害福祉サービス費等負担金(障害福祉課),635677000,635677
132071:2025:revenue:approved:13eb4c02d26b4184,2025,approved,176,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,10,障害者自立支援給付費負担金,"",療養介護医療費負担金(障害福祉課),4320000,4320
132071:2025:revenue:approved:9d7ce511275e7da9,2025,approved,177,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,10,障害者自立支援給付費負担金,"",補装具費負担金(障害福祉課),9000000,9000
132071:2025:revenue:approved:c0a9b5c84c41d58d,2025,approved,178,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,10,障害者自立支援給付費負担金,"",相談支援給付費等負担金(障害福祉課),10629000,10629
132071:2025:revenue:approved:c126b82ef1de4799,2025,approved,179,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,11,障害者医療費負担金,"",障害者自立支援医療費負担金(障害福祉課),33144000,33144
132071:2025:revenue:approved:12acbead5d9c7b37,2025,approved,180,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,12,児童手当負担金,"",3歳未満児童手当負担金(子ども未来課),4161000,4161
132071:2025:revenue:approved:df8962fdb89c8b4f,2025,approved,181,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,12,児童手当負担金,"",中学校修了前児童手当負担金(子ども未来課),170868000,170868
132071:2025:revenue:approved:3dec038e4b94d9b7,2025,approved,182,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,12,児童手当負担金,"",高校生児童手当負担金(子ども未来課),35226000,35226
132071:2025:revenue:approved:2ce58dcc73784051,2025,approved,183,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,13,障害児入所給付費等負担金,"",障害児通所給付費等負担金(障害福祉課),190650000,190650
132071:2025:revenue:approved:d9007bf5e5fb0081,2025,approved,184,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,13,障害児入所給付費等負担金,"",障害児相談支援給付費等負担金(障害福祉課),5670000,5670
132071:2025:revenue:approved:e6d898ba7fb7cf11,2025,approved,185,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,14,子どものための教育・保育給付費負担金,"",施設型給付費負担金(子ども育成支援課),1052937000,1052937
132071:2025:revenue:approved:25bd4b1c76645c8d,2025,approved,186,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,14,子どものための教育・保育給付費負担金,"",地域型保育給付費負担金(子ども育成支援課),44927000,44927
132071:2025:revenue:approved:af1a9ba6acebb648,2025,approved,187,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,15,介護保険低所得者保険料軽減負担金,"",介護保険低所得者保険料軽減負担金(介護福祉課),26895000,26895
132071:2025:revenue:approved:b6f6c0ca2b6c5279,2025,approved,188,"",一般会計,17,都支出金,1,都負担金,1,民生費都負担金,16,子育て支援施設等利用給付費負担金,"",子育て支援施設等利用給付費負担金(子ども育成支援課),8939000,8939
132071:2025:revenue:approved:ba14c6e718356116,2025,approved,189,"",一般会計,17,都支出金,1,都負担金,2,衛生費都負担金,1,母子保健事業負担金,"",未熟児養育医療給付費負担金(子ども家庭センター担当),1820000,1820
132071:2025:revenue:approved:59437c4b5ec273b3,2025,approved,190,"",一般会計,17,都支出金,1,都負担金,3,教育費都負担金,1,子育て支援施設等利用給付費負担金,"",幼稚園利用給付費負担金(子ども育成支援課),57825000,57825
132071:2025:revenue:approved:511f40d0a05f0346,2025,approved,191,"",一般会計,17,都支出金,2,都補助金,1,総務費都補助金,1,市町村総合交付金,"",市町村総合交付金(企画政策課、財政課),2045162000,2045162
132071:2025:revenue:approved:320ccfd27d65afc9,2025,approved,192,"",一般会計,17,都支出金,2,都補助金,1,総務費都補助金,2,人権啓発活動補助金,"",人権啓発活動補助金(秘書課),267000,267
132071:2025:revenue:approved:8a824e4a668744cf,2025,approved,193,"",一般会計,17,都支出金,2,都補助金,1,総務費都補助金,3,子ども・長寿・居場所区市町村包括補助金,"",子ども・長寿・居場所区市町村包括補助金(市民総合交流拠点施設建設担当),9951000,9951
132071:2025:revenue:approved:b5093c1a89bcae24,2025,approved,194,"",一般会計,17,都支出金,2,都補助金,1,総務費都補助金,4,オープンローミング対応Wi-Fi整備事業補助金,"",オープンローミング対応Wi-Fi整備事業補助金(情報システム課),12396000,12396
132071:2025:revenue:approved:343f3cebdf937541,2025,approved,195,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,保育所関係等補助金,"",保育所関係補助金(子ども育成支援課),4465000,4465
132071:2025:revenue:approved:ade899be04c4055e,2025,approved,196,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,保育所関係等補助金,"",認証保育所補助金(子ども育成支援課),41470000,41470
132071:2025:revenue:approved:ffbfbd8a62818235,2025,approved,197,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,保育所関係等補助金,"",認可外保育施設利用支援事業補助金(子ども育成支援課),43011000,43011
132071:2025:revenue:approved:7b1bc337a5bb63a2,2025,approved,198,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,2,老人クラブ運営費補助金,"",老人クラブ運営費補助金(地域包括ケア担当),1990000,1990
132071:2025:revenue:approved:db6d3395cae4ea45,2025,approved,199,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,3,ひとり親家庭ホームヘルプサービス事業補助金,"",ひとり親家庭ホームヘルプサービス事業補助金(子ども未来課),2620000,2620
132071:2025:revenue:approved:7503ed3319b152ae,2025,approved,200,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,4,重度脳性麻痺者等介護人派遣事業補助金,"",重度脳性麻痺者等介護人派遣事業補助金(障害福祉課),945000,945
132071:2025:revenue:approved:20a052ff1d0f0ffb,2025,approved,201,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,5,ひとり親家庭等医療費助成事業補助金,"",ひとり親家庭等医療費助成事業補助金(子ども未来課),34509000,34509
132071:2025:revenue:approved:cafe464454c7dfc2,2025,approved,202,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,6,乳幼児医療費助成事業補助金,"",乳幼児医療費助成事業補助金(子ども未来課),113525000,113525
132071:2025:revenue:approved:cf4fcc888376a523,2025,approved,203,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,7,義務教育就学児医療費助成事業補助金,"",義務教育就学児医療費助成事業補助金(子ども未来課),127781000,127781
132071:2025:revenue:approved:ddff5ca795c902fe,2025,approved,204,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,8,高校生等医療費助成事業補助金,"",高校生等医療費助成事業補助金(子ども未来課),74098000,74098
132071:2025:revenue:approved:74af11878f877744,2025,approved,205,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,9,地域福祉推進事業補助金,"",地域福祉推進事業補助金(障害福祉課),2500000,2500
132071:2025:revenue:approved:ed4a079d4b1b6b63,2025,approved,206,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,10,障害者自立生活支援事業補助金,"",障害者自立生活支援事業補助金(障害福祉課),2000000,2000
132071:2025:revenue:approved:8faed693d04553c9,2025,approved,207,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,11,地域生活支援事業補助金,"",地域生活支援事業補助金(障害福祉課),19610000,19610
132071:2025:revenue:approved:794573f57381c56e,2025,approved,208,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,12,子育て推進交付金,"",子育て推進交付金(子ども育成支援課),737677000,737677
132071:2025:revenue:approved:435b2005d6ea8bdd,2025,approved,209,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,13,高齢社会対策区市町村包括補助金,"",高齢社会対策区市町村包括補助金(地域包括ケア担当),23775000,23775
132071:2025:revenue:approved:5a453899e2c724b5,2025,approved,210,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,14,障害者施策推進区市町村包括補助金,"",障害者施策推進区市町村包括補助金(障害福祉課),151517000,151517
132071:2025:revenue:approved:de2b2720e0bbce0f,2025,approved,211,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,15,地域福祉推進区市町村包括補助金,"",地域福祉推進区市町村包括補助金(福祉総務課),84087000,84087
132071:2025:revenue:approved:6644f77843bfeab4,2025,approved,212,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,16,子ども家庭支援区市町村包括補助金,"",子ども家庭支援区市町村包括補助金(子ども未来課),33706000,33706
132071:2025:revenue:approved:78132ecebc54708a,2025,approved,213,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,17,都型学童クラブ事業補助金,"",都型学童クラブ事業補助金(子ども育成支援課),33739000,33739
132071:2025:revenue:approved:ddbd16ce67cd33c2,2025,approved,214,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,18,子ども・子育て支援交付金,"",子ども・子育て支援交付金(子ども未来課),150571000,150571
132071:2025:revenue:approved:390f67fda898e158,2025,approved,215,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,19,保育対策総合支援事業補助金,"",保育対策総合支援事業補助金(子ども育成支援課),50998000,50998
132071:2025:revenue:approved:1c2bb32512c5ffa6,2025,approved,216,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,20,保育士等キャリアアップ補助金,"",保育士等キャリアアップ補助金(子ども育成支援課),95111000,95111
132071:2025:revenue:approved:18bcaea82b714ee3,2025,approved,217,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,21,社会福祉法人等介護保険サービス利用者負担軽減事業補助金,"",社会福祉法人等介護保険サービス利用者負担軽減事業補助金(介護福祉課),225000,225
132071:2025:revenue:approved:0b6b28b4813b09e4,2025,approved,218,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,22,保育従事職員宿舎借り上げ支援事業補助金,"",保育従事職員宿舎借り上げ支援事業補助金(子ども育成支援課),59556000,59556
132071:2025:revenue:approved:7593bb5757f0884e,2025,approved,219,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,23,人生100年時代セカンドライフ応援事業補助金,"",人生100年時代セカンドライフ応援事業補助金(地域包括ケア担当),6108000,6108
132071:2025:revenue:approved:fdd13a20ec1729b5,2025,approved,220,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,24,在宅療養推進事業補助金,"",在宅療養推進事業補助金(地域包括ケア担当),1848000,1848
132071:2025:revenue:approved:33f3dcebd5911fe3,2025,approved,221,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,25,認知症とともに暮らす地域あんしん事業補助金,"",認知症とともに暮らす地域あんしん事業補助金(地域包括ケア担当),16027000,16027
132071:2025:revenue:approved:cdd342f7c636b3a3,2025,approved,222,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,26,保育サービス推進事業補助金,"",保育サービス推進事業補助金(子ども育成支援課),63067000,63067
132071:2025:revenue:approved:13dc9bc9698e01c9,2025,approved,223,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,27,保育所等利用多子世帯負担軽減事業補助金,"",保育所等利用多子世帯負担軽減事業補助金(子ども育成支援課),455303000,455303
132071:2025:revenue:approved:0418ed3dfbb51db2,2025,approved,224,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,28,利用者支援体制強化事業補助金,"",利用者支援体制強化事業補助金(子ども育成支援課),1959000,1959
132071:2025:revenue:approved:a715df773cd64b11,2025,approved,225,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,29,保育人材確保支援事業補助金,"",保育人材確保支援事業補助金(子ども育成支援課),82000,82
132071:2025:revenue:approved:8e78de3d102e9fdc,2025,approved,226,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,30,受験生チャレンジ支援貸付事業補助金,"",受験生チャレンジ支援貸付事業補助金(福祉総務課),5000000,5000
132071:2025:revenue:approved:d0d03aaf218d9453,2025,approved,227,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,31,多様な他者との関わりの機会創出事業補助金,"",多様な他者との関わりの機会創出事業補助金(子ども育成支援課),23685000,23685
132071:2025:revenue:approved:29cb315ac61cb61d,2025,approved,228,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,32,児童虐待防止対策等総合支援事業補助金,"",児童虐待防止対策等総合支援事業補助金(障害福祉課),35000,35
132071:2025:revenue:approved:42eb0c1eaf90e18d,2025,approved,229,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,33,保育所等賃借料補助金,"",保育所等賃借料補助金(子ども育成支援課),10115000,10115
132071:2025:revenue:approved:6ae9c68268a97b10,2025,approved,230,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,34,認知症高齢者早期発見等支援ネットワーク事業補助金,"",認知症高齢者早期発見等支援ネットワーク事業補助金(地域包括ケア担当),359000,359
132071:2025:revenue:approved:d817322ff9a109f7,2025,approved,231,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,35,子ども食堂推進事業補助金,"",子ども食堂推進事業補助金(子ども家庭センター担当),5997000,5997
132071:2025:revenue:approved:6a7a47d1351a2277,2025,approved,232,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,36,高齢者聞こえのコミュニケーション支援事業補助金,"",高齢者聞こえのコミュニケーション支援事業補助金(地域包括ケア担当),3023000,3023
132071:2025:revenue:approved:7aeca89be969219c,2025,approved,233,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,37,こども家庭センター体制強化事業補助金,"",こども家庭センター体制強化事業補助金(子ども家庭センター担当),20366000,20366
132071:2025:revenue:approved:9a18ebbcea687f37,2025,approved,234,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,38,保育力強化事業補助金,"",保育力強化事業補助金(子ども育成支援課),600000,600
132071:2025:revenue:approved:3d97f43f49bfcdd1,2025,approved,235,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,39,介護人材確保対策事業補助金,"",介護人材確保対策事業補助金(地域包括ケア担当),5625000,5625
132071:2025:revenue:approved:c48ea9c6ef28fc0b,2025,approved,236,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,40,日中活動系サービス推進事業補助金,"",日中活動系サービス推進事業補助金(障害福祉課),170232000,170232
132071:2025:revenue:approved:2075f2bcfe50f6b1,2025,approved,237,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,41,出産・子育て応援事業補助金,"",出産・子育て応援事業補助金(子ども家庭センター担当),74089000,74089
132071:2025:revenue:approved:1cfe53a4c1f42769,2025,approved,238,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,42,母子家庭等就業・自立支援事業補助金,"",養育費確保支援事業補助金(男女共同参画・女性活躍支援担当),75000,75
132071:2025:revenue:approved:2aa0ea67ce06f9dd,2025,approved,239,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,43,訪問系障害福祉サービス事業所人材確保対策支援事業補助金,"",訪問系障害福祉サービス事業所人材確保対策支援事業補助金(障害福祉課),1867000,1867
132071:2025:revenue:approved:7b6e58eb8b954c1c,2025,approved,240,"",一般会計,17,都支出金,2,都補助金,2,民生費都補助金,44,緊急1歳児受入事業補助金,"",緊急1歳児受入事業補助金(子ども育成支援課),40559000,40559
132071:2025:revenue:approved:7a4be98f737ef981,2025,approved,241,"",一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,1,予防接種事故対策費補助金,"",予防接種事故対策費補助金(健康課),6319000,6319
132071:2025:revenue:approved:8fe2fd73d23b750b,2025,approved,242,"",一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,2,医療保健政策区市町村包括補助金,"",医療保健政策区市町村包括補助金(健康課),48308000,48308
132071:2025:revenue:approved:b944cce1d45d0212,2025,approved,243,"",一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,3,健康増進事業補助金,"",健康増進事業補助金(健康課),6590000,6590
132071:2025:revenue:approved:1550ef7e25d99940,2025,approved,244,"",一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,4,地域自殺対策緊急強化交付金,"",地域自殺対策緊急強化交付金(健康課),614000,614
132071:2025:revenue:approved:56820b8e6e4536c4,2025,approved,245,"",一般会計,17,都支出金,2,都補助金,3,衛生費都補助金,5,とうきょうママパパ応援事業補助金,"",とうきょうママパパ応援事業補助金(子ども家庭センター担当),21454000,21454
