budget_line_id,fiscal_year,source_row,fund_code,fund_label,kan_code,kan_label,kou_code,kou_label,moku_code,moku_label,setsu_code,setsu_label,saisetsu_code,saisetsu_label,saisaisetsu_code,saisaisetsu_label,value,source_amount
132047:2024:revenue:approved:c81bb0d4d4a5eec2,2024,206,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,08,児童虐待防止対策等総合支援事業費補助金,02,ヤングケアラー支援体制強化事業補助金,"",0,259000,259
132047:2024:revenue:approved:95d4c00fe8e718de,2024,207,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,01,子どもを守る地域ネットワーク機能強化事業交付金,"",0,1494000,1494
132047:2024:revenue:approved:f4bdbf2973243f99,2024,208,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,02,子育て援助活動支援事業交付金,"",0,4705000,4705
132047:2024:revenue:approved:597aa0e061644498,2024,209,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,03,養育支援訪問事業交付金,"",0,9000,9
132047:2024:revenue:approved:23433af34c9e39e3,2024,210,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,04,子育て世帯訪問支援事業交付金,"",0,117000,117
132047:2024:revenue:approved:b2afd8314580cc5e,2024,211,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,05,一時預かり事業交付金,"",0,21093000,21093
132047:2024:revenue:approved:1d94e64cdba48724,2024,212,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,06,子育て短期支援事業交付金,"",0,480000,480
132047:2024:revenue:approved:6d5f1520f1249220,2024,213,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,07,病児保育事業交付金,"",0,8205000,8205
132047:2024:revenue:approved:59aaed380efc7607,2024,214,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,08,乳児家庭全戸訪問事業交付金,"",0,1800000,1800
132047:2024:revenue:approved:7d45edf8ade570e5,2024,215,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,09,延長保育事業交付金,"",0,6434000,6434
132047:2024:revenue:approved:d1c1186c647b7347,2024,216,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,10,多様な事業者の参入促進・能力活用事業交付金,"",0,2000000,2000
132047:2024:revenue:approved:7c9b411d0dc46b69,2024,217,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,09,子ども・子育て支援交付金,11,放課後児童健全育成事業交付金,"",0,120369000,120369
132047:2024:revenue:approved:e3e4a18b9571b649,2024,218,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,10,保育対策総合支援事業費補助金,01,保育人材交流等就職・交流支援事業費補助金,"",0,1815000,1815
132047:2024:revenue:approved:1f5c1ae3a86b9582,2024,219,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,10,保育対策総合支援事業費補助金,02,保育士宿舎借り上げ支援事業費補助金,"",0,90035000,90035
132047:2024:revenue:approved:bc078cbd3386abe5,2024,220,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,11,妊娠・出産包括支援事業補助金,01,多胎妊産婦等支援事業補助金,"",0,694000,694
132047:2024:revenue:approved:d4ea74ac7dab136c,2024,221,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,12,子ども・子育て支援体制整備総合推進事業費補助金,01,子ども・子育て支援体制整備総合推進事業費補助金,"",0,994000,994
132047:2024:revenue:approved:18df672af213c39d,2024,222,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,13,就学前教育・保育施設整備交付金,01,就学前教育・保育施設整備交付金,"",0,17270000,17270
132047:2024:revenue:approved:7457e9797e6d4d84,2024,223,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,14,母子家庭等対策総合支援事業費補助金,01,母子家庭等対策総合支援事業費補助金,"",0,6819000,6819
132047:2024:revenue:approved:362369626647e7ea,2024,224,01,一般会計,15,国庫支出金,02,国庫補助金,02,民生費国庫補助金,15,困難な問題を抱える女性支援推進等事業費補助金,01,困難な問題を抱える女性支援推進等事業費補助金,"",0,1949000,1949
132047:2024:revenue:approved:52f0c3e948729e68,2024,225,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,01,重層的支援体制整備事業交付金,01,利用者支援事業交付金,"",0,7277000,7277
132047:2024:revenue:approved:de0b5c4383ebfd46,2024,226,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,02,妊娠・出産包括支援事業補助金,01,初回産科受診料支援事業補助金,"",0,75000,75
132047:2024:revenue:approved:b783f205fef73645,2024,227,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,02,妊娠・出産包括支援事業補助金,02,産後ケア事業補助金,"",0,40611000,40611
132047:2024:revenue:approved:bcb0d6bb0e7ddf6e,2024,228,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,02,妊娠・出産包括支援事業補助金,03,産前・産後サポート事業補助金,"",0,5341000,5341
132047:2024:revenue:approved:e81cb518a3799005,2024,229,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,03,多胎妊婦健康診査支援事業補助金,01,多胎妊婦健康診査支援事業補助金,"",0,25000,25
132047:2024:revenue:approved:913ccb86dee6c3ec,2024,230,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,04,出産・子育て応援交付金,01,出産・子育て応援交付金,"",0,93670000,93670
132047:2024:revenue:approved:fc0a782b98515745,2024,231,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,05,地域自殺対策強化交付金,01,地域自殺対策強化交付金,"",0,395000,395
132047:2024:revenue:approved:89f5642a81f440b2,2024,232,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,06,感染症予防等事業補助金,01,特定感染症検査等事業補助金,"",0,4832000,4832
132047:2024:revenue:approved:2ead0b750b552ea3,2024,233,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,07,新型コロナウイルスワクチン接種体制確保事業費補助金,01,新型コロナウイルスワクチン接種体制確保事業費補助金,"",0,3893000,3893
132047:2024:revenue:approved:60be7923df64889b,2024,234,01,一般会計,15,国庫支出金,02,国庫補助金,03,衛生費国庫補助金,08,母子保健対策強化事業補助金,01,母子保健対策強化事業補助金,"",0,693000,693
132047:2024:revenue:approved:675952be88a56f46,2024,235,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,01,社会資本整備総合交付金,01,狭あい道路拡幅整備費交付金,"",0,25000000,25000
132047:2024:revenue:approved:e55b4e93be1ff166,2024,236,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,01,社会資本整備総合交付金,02,ブロック塀等安全対策促進事業交付金,"",0,400000,400
132047:2024:revenue:approved:28cd5570f2eb0e0e,2024,237,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,01,社会資本整備総合交付金,03,バリアフリー環境整備促進事業交付金,"",0,2000000,2000
132047:2024:revenue:approved:562b2c660659ff56,2024,238,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,01,社会資本整備総合交付金,04,北野公園用地取得事業費交付金,"",0,30600000,30600
132047:2024:revenue:approved:37bb414f2ec797ec,2024,239,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,01,社会資本整備総合交付金,05,木造住宅耐震診断助成事業費交付金,"",0,675000,675
132047:2024:revenue:approved:ebd3ebea2c51a074,2024,240,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,01,社会資本整備総合交付金,06,木造住宅耐震改修助成事業費交付金,"",0,500000,500
132047:2024:revenue:approved:99e882abb3a9ff55,2024,241,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,01,社会資本整備総合交付金,07,分譲マンション耐震化助成事業費交付金,"",0,1500000,1500
132047:2024:revenue:approved:5c2f6d14bf7b85cf,2024,242,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,01,社会資本整備総合交付金,08,住生活基本計画策定交付金,"",0,2628000,2628
132047:2024:revenue:approved:7706ed3766a418bc,2024,243,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,02,道路メンテナンス事業補助金,01,橋梁現況調査事業費補助金,"",0,1100000,1100
132047:2024:revenue:approved:f70c82ebd51ce552,2024,244,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,02,道路メンテナンス事業補助金,02,三鷹駅前デッキ長寿命化事業費補助金,"",0,2750000,2750
132047:2024:revenue:approved:af32bf646a00378e,2024,245,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,03,コンパクトシティ形成支援事業補助金,01,コンパクトシティ形成支援事業補助金,"",0,1500000,1500
132047:2024:revenue:approved:397acc00acb91f4f,2024,246,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,04,無電柱化推進計画事業補助金,01,都市計画道路３・４・１３号（牟礼）整備事業費補助金,"",0,34400000,34400
132047:2024:revenue:approved:1f76d52339fc4487,2024,247,01,一般会計,15,国庫支出金,02,国庫補助金,04,土木費国庫補助金,05,地域防災拠点建築物整備緊急促進事業補助金,01,特定緊急輸送道路沿道建築物耐震化促進事業費補助金,"",0,7635000,7635
132047:2024:revenue:approved:944c6a76ea52c2e2,2024,248,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,01,教育支援体制整備事業費補助金,01,教育支援体制整備事業費補助金,"",0,20777000,20777
132047:2024:revenue:approved:7782cf8065feb7e3,2024,249,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,02,公立学校情報機器活用支援体制整備費補助金,01,公立学校情報機器活用支援体制整備費補助金,"",0,1276000,1276
132047:2024:revenue:approved:82f0999448d9c76b,2024,250,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,03,子ども・子育て支援交付金,01,実費徴収に係る補足給付事業費交付金,"",0,1226000,1226
132047:2024:revenue:approved:dc4bc30e0076dd70,2024,251,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,03,子ども・子育て支援交付金,02,一時預かり事業交付金,"",0,22247000,22247
132047:2024:revenue:approved:11ace91e28244a26,2024,252,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,04,学校教育設備整備費等補助金,01,理科教育等設備整備費補助金,01,小学校,252000,252
132047:2024:revenue:approved:c7f5463323a5268e,2024,253,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,04,学校教育設備整備費等補助金,01,理科教育等設備整備費補助金,02,中学校,252000,252
132047:2024:revenue:approved:85bc6fb1ebac55e5,2024,254,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,05,特別支援教育就学奨励費補助金,01,特別支援教育就学奨励費補助金,01,小学校,254000,254
132047:2024:revenue:approved:67f5c7f6dace6868,2024,255,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,05,特別支援教育就学奨励費補助金,01,特別支援教育就学奨励費補助金,02,中学校,623000,623
132047:2024:revenue:approved:c94d227e45529c34,2024,256,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,05,特別支援教育就学奨励費補助金,02,特別支援教育就学奨励費給食費補助金,01,小学校,183000,183
132047:2024:revenue:approved:10b03b70b667fec5,2024,257,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,05,特別支援教育就学奨励費補助金,02,特別支援教育就学奨励費給食費補助金,02,中学校,148000,148
132047:2024:revenue:approved:46b7bb290a2b4560,2024,258,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,06,就学援助費補助金,01,要保護生徒修学旅行費補助金,01,中学校,324000,324
132047:2024:revenue:approved:2566cb2bb8b7c870,2024,259,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,07,学校施設環境改善交付金,01,大規模改造事業費交付金,01,トイレ改修工事,35460000,35460
132047:2024:revenue:approved:98416403c82f3829,2024,260,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,07,学校施設環境改善交付金,01,大規模改造事業費交付金,02,教育内容（内部環境）改造工事,5980000,5980
132047:2024:revenue:approved:9cd443ff2435acc0,2024,261,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,07,学校施設環境改善交付金,01,大規模改造事業費交付金,03,法令等適合工事,20000000,20000
132047:2024:revenue:approved:23c53fca2348bbfa,2024,262,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,07,学校施設環境改善交付金,01,大規模改造事業費交付金,04,バリアフリー化工事,1161000,1161
132047:2024:revenue:approved:bab3821782cf8e40,2024,263,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,07,学校施設環境改善交付金,02,防災機能強化事業費交付金,01,建築非構造部材耐震化工事,10042000,10042
132047:2024:revenue:approved:ef1b8fc9066a9c4c,2024,264,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,08,国宝重要文化財等保存整備費補助金,01,遺跡発掘調査事業費補助金,"",0,5000000,5000
132047:2024:revenue:approved:d564086c4a28dc31,2024,265,01,一般会計,15,国庫支出金,02,国庫補助金,05,教育費国庫補助金,08,国宝重要文化財等保存整備費補助金,02,地域の特色ある埋蔵文化財活用事業費補助金,"",0,2500000,2500
132047:2024:revenue:approved:b6b74562a533ec41,2024,266,01,一般会計,15,国庫支出金,03,委託金,01,総務費委託金,01,自衛官募集事務費委託金,01,自衛官募集事務費委託金,"",0,25000,25
132047:2024:revenue:approved:e5fa3a04980df443,2024,267,01,一般会計,15,国庫支出金,03,委託金,01,総務費委託金,02,中長期在留者住居地届出等事務費委託金,01,中長期在留者住居地届出等事務費委託金,"",0,1368000,1368
132047:2024:revenue:approved:c10a2f9a2e6d80a8,2024,268,01,一般会計,15,国庫支出金,03,委託金,02,民生費委託金,01,遺族及び留守家族等援護事務費委託金,01,遺族及び留守家族等援護事務費委託金,"",0,2139000,2139
132047:2024:revenue:approved:69dfdf4bb7cce2d2,2024,269,01,一般会計,15,国庫支出金,03,委託金,02,民生費委託金,02,国民年金事務費委託金,01,国民年金事務費委託金,"",0,39945000,39945
132047:2024:revenue:approved:9ac7bee9a76fb86e,2024,270,01,一般会計,15,国庫支出金,03,委託金,02,民生費委託金,03,特別児童扶養手当事務費委託金,01,特別児童扶養手当事務費委託金,"",0,206000,206
132047:2024:revenue:approved:f1dfc6b749ff48ac,2024,271,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,01,民生委員推薦会負担金,01,民生委員推薦会負担金,"",0,328000,328
132047:2024:revenue:approved:a904e90ea2b0cd7d,2024,272,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,02,社会福祉費負担金,01,民生委員費負担金,"",0,14001000,14001
132047:2024:revenue:approved:fb01ff93aaae6a90,2024,273,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,03,行旅死亡人等取扱費負担金,01,行旅死亡人等取扱費負担金,"",0,1426000,1426
132047:2024:revenue:approved:5652d7c46047df8d,2024,274,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,04,障害者自立支援介護給付費負担金,01,居宅介護給付費負担金,"",0,170712000,170712
132047:2024:revenue:approved:49508821e9a3a706,2024,275,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,04,障害者自立支援介護給付費負担金,02,療養介護給付費負担金,"",0,19907000,19907
132047:2024:revenue:approved:9dbd219a003cfa1d,2024,276,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,04,障害者自立支援介護給付費負担金,03,生活介護給付費負担金,"",0,267880000,267880
132047:2024:revenue:approved:9a6794edee8054a3,2024,277,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,04,障害者自立支援介護給付費負担金,04,短期入所給付費負担金,"",0,17583000,17583
132047:2024:revenue:approved:e10539d5a5012643,2024,278,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,04,障害者自立支援介護給付費負担金,05,施設支援給付費負担金,"",0,69541000,69541
132047:2024:revenue:approved:f577633e62668a15,2024,279,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,04,障害者自立支援介護給付費負担金,06,サービス利用計画作成費負担金,"",0,23339000,23339
132047:2024:revenue:approved:f17e721c9104ad07,2024,280,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,04,障害者自立支援介護給付費負担金,07,自立生活援助給付費負担金,"",0,819000,819
132047:2024:revenue:approved:f60fe904b57787b8,2024,281,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,05,障害者自立支援訓練等給付費負担金,01,就労移行支援給付費負担金,"",0,44960000,44960
132047:2024:revenue:approved:573da4929068a7ea,2024,282,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,05,障害者自立支援訓練等給付費負担金,02,就労継続支援給付費負担金,"",0,146838000,146838
132047:2024:revenue:approved:60e0cbb6a0f89817,2024,283,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,05,障害者自立支援訓練等給付費負担金,03,就労定着支援給付費負担金,"",0,3851000,3851
132047:2024:revenue:approved:61f3caf687150fba,2024,284,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,05,障害者自立支援訓練等給付費負担金,04,共同生活援助給付費負担金,"",0,150835000,150835
132047:2024:revenue:approved:9186b4b712a3c15e,2024,285,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,05,障害者自立支援訓練等給付費負担金,05,自立訓練給付費負担金,"",0,14981000,14981
132047:2024:revenue:approved:a5634b579d4511a6,2024,286,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,06,障害者自立支援医療給付費負担金,01,更生医療給付費負担金,"",0,68750000,68750
132047:2024:revenue:approved:d948fc88942dd2bb,2024,287,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,06,障害者自立支援医療給付費負担金,02,育成医療給付費負担金,"",0,96000,96
132047:2024:revenue:approved:442ea83c800b05a4,2024,288,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,07,障害者自立支援補装具費支給事業負担金,01,障害者自立支援補装具費支給事業負担金,"",0,8500000,8500
132047:2024:revenue:approved:5e4d30545d3a6208,2024,289,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,08,障害児通所支援給付費負担金,01,児童発達支援給付費負担金,"",0,62388000,62388
132047:2024:revenue:approved:c409bc6dcaa967f1,2024,290,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,08,障害児通所支援給付費負担金,02,医療型児童発達支援給付費負担金,"",0,360000,360
132047:2024:revenue:approved:8e305a0020275797,2024,291,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,08,障害児通所支援給付費負担金,03,放課後等デイサービス給付費負担金,"",0,119217000,119217
132047:2024:revenue:approved:6ec873362c609a4e,2024,292,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,08,障害児通所支援給付費負担金,04,障がい児相談支援給付費負担金,"",0,4229000,4229
132047:2024:revenue:approved:69e678f057465ba7,2024,293,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,08,障害児通所支援給付費負担金,05,保育所等訪問支援給付費負担金,"",0,1023000,1023
132047:2024:revenue:approved:91aa7e5402262ce2,2024,294,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,09,心身障害者福祉手当負担金,01,心身障害者福祉手当負担金,"",0,249240000,249240
132047:2024:revenue:approved:759147af70ddf4c0,2024,295,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,10,国民健康保険保険基盤安定負担金,01,保険基盤安定負担金,"",0,345858000,345858
132047:2024:revenue:approved:0db7f8a02130024d,2024,296,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,11,国民健康保険未就学児均等割保険税負担金,01,未就学児均等割保険税負担金,"",0,3257000,3257
132047:2024:revenue:approved:88536c18db5585d5,2024,297,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,12,国民健康保険産前産後保険税負担金,01,産前産後保険税負担金,"",0,772000,772
132047:2024:revenue:approved:451469c997deba6c,2024,298,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,13,介護保険低所得者保険料軽減負担金,01,介護保険低所得者保険料軽減負担金,"",0,35370000,35370
132047:2024:revenue:approved:fae167c8dea1f20c,2024,299,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,14,後期高齢者医療保険基盤安定負担金,01,保険基盤安定負担金,"",0,257784000,257784
132047:2024:revenue:approved:e7caf88acb8f0f92,2024,300,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,15,児童福祉費負担金,01,児童育成手当負担金,"",0,246558000,246558
132047:2024:revenue:approved:35f77b807446578d,2024,301,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,15,児童福祉費負担金,02,母子生活支援施設入所措置費負担金,"",0,8552000,8552
132047:2024:revenue:approved:aad09e4fed1ac073,2024,302,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,15,児童福祉費負担金,03,入院助産措置費負担金,"",0,535000,535
132047:2024:revenue:approved:20d803c9c278c4fc,2024,303,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,16,児童手当等負担金,01,３歳未満被用者児童手当負担金,"",0,25982000,25982
132047:2024:revenue:approved:67097435241b4f12,2024,304,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,16,児童手当等負担金,02,３歳から高校生等被用者児童手当負担金,"",0,238482000,238482
132047:2024:revenue:approved:c3453d153f02b179,2024,305,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,16,児童手当等負担金,03,非被用者児童手当負担金,"",0,66038000,66038
132047:2024:revenue:approved:588a93a1644d066b,2024,306,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,16,児童手当等負担金,04,特例給付負担金,"",0,23053000,23053
132047:2024:revenue:approved:75394ef1d13006b3,2024,307,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,17,施設型給付費負担金,01,私立保育園給付費負担金,"",0,669247000,669247
132047:2024:revenue:approved:3f7269147ad0b428,2024,308,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,17,施設型給付費負担金,02,公私連携型保育園給付費負担金,"",0,84774000,84774
132047:2024:revenue:approved:ea924e36d6cd7163,2024,309,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,17,施設型給付費負担金,03,認定こども園施設給付費負担金,"",0,37113000,37113
132047:2024:revenue:approved:5331b58e28019fa9,2024,310,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,18,地域型保育給付費負担金,01,小規模保育施設給付費負担金,"",0,10094000,10094
132047:2024:revenue:approved:9af3007c3c16c287,2024,311,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,18,地域型保育給付費負担金,02,家庭的保育施設給付費負担金,"",0,18754000,18754
132047:2024:revenue:approved:5ab62a8920f0b92c,2024,312,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,18,地域型保育給付費負担金,03,事業所内保育施設給付費負担金,"",0,8132000,8132
132047:2024:revenue:approved:cce3c9b8a65b4a09,2024,313,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,19,子育てのための施設等利用費負担金,01,子育てのための施設等利用費負担金,"",0,30095000,30095
132047:2024:revenue:approved:800265d2e64c244d,2024,314,01,一般会計,16,都支出金,01,都負担金,01,民生費都負担金,20,生活保護費負担金,01,生活保護費負担金,"",0,212371000,212371
132047:2024:revenue:approved:ce0af81d6bdc111f,2024,315,01,一般会計,16,都支出金,01,都負担金,02,衛生費都負担金,01,母子保健衛生費負担金,01,未熟児養育医療給付費負担金,"",0,2248000,2248
132047:2024:revenue:approved:4e4df987a1b377eb,2024,316,01,一般会計,16,都支出金,01,都負担金,02,衛生費都負担金,02,感染症予防費負担金,01,感染症予防費負担金,"",0,121000,121
132047:2024:revenue:approved:c11527ce2a445784,2024,317,01,一般会計,16,都支出金,01,都負担金,03,教育費都負担金,01,施設型給付費負担金,01,幼稚園施設給付費負担金,"",0,128794000,128794
132047:2024:revenue:approved:0245c797265b86e1,2024,318,01,一般会計,16,都支出金,01,都負担金,03,教育費都負担金,01,施設型給付費負担金,02,認定こども園施設給付費負担金,"",0,28152000,28152
132047:2024:revenue:approved:fb38edf475963db9,2024,319,01,一般会計,16,都支出金,01,都負担金,03,教育費都負担金,02,子育てのための施設等利用費負担金,01,子育てのための施設等利用費負担金,"",0,89775000,89775
132047:2024:revenue:approved:a3ca736428da1fe9,2024,320,01,一般会計,16,都支出金,02,都補助金,01,総務費都補助金,01,市町村総合交付金,01,市町村総合交付金,"",0,1317107000,1317107
132047:2024:revenue:approved:49d37ab4f51b1db0,2024,321,01,一般会計,16,都支出金,02,都補助金,01,総務費都補助金,02,国土利用計画法事務費交付金,01,国土利用計画法事務費交付金,"",0,68000,68
132047:2024:revenue:approved:066d32de28cc7ded,2024,322,01,一般会計,16,都支出金,02,都補助金,01,総務費都補助金,03,人権啓発活動区市町村補助金,01,人権啓発活動区市町村補助金,"",0,542000,542
132047:2024:revenue:approved:605caf2d2644a3cd,2024,323,01,一般会計,16,都支出金,02,都補助金,01,総務費都補助金,04,消費者行政強化交付金,01,消費者行政強化交付金,"",0,363000,363
132047:2024:revenue:approved:b92a79b88d7a0d61,2024,324,01,一般会計,16,都支出金,02,都補助金,01,総務費都補助金,05,防犯設備整備費補助金,01,防犯設備整備補助事業費補助金,"",0,4063000,4063
132047:2024:revenue:approved:888d0e6ac9424204,2024,325,01,一般会計,16,都支出金,02,都補助金,01,総務費都補助金,06,防犯設備維持管理費補助金,01,防犯設備維持管理費補助金,"",0,300000,300
132047:2024:revenue:approved:b3ec2586020d424b,2024,326,01,一般会計,16,都支出金,02,都補助金,01,総務費都補助金,06,防犯設備維持管理費補助金,02,防犯設備運用経費補助金,"",0,135000,135
132047:2024:revenue:approved:e2f44f634e063a1c,2024,327,01,一般会計,16,都支出金,02,都補助金,02,民生費都補助金,01,地域福祉推進区市町村包括補助金,01,地域福祉推進区市町村包括補助金,"",0,46826000,46826
132047:2024:revenue:approved:59aea3a76c775905,2024,328,01,一般会計,16,都支出金,02,都補助金,02,民生費都補助金,02,重層的支援体制整備事業交付金,01,多機関協働事業等交付金,"",0,10500000,10500
132047:2024:revenue:approved:8d5089875ab49dbc,2024,329,01,一般会計,16,都支出金,02,都補助金,02,民生費都補助金,02,重層的支援体制整備事業交付金,02,相談支援事業交付金,"",0,2603000,2603
132047:2024:revenue:approved:611bcf1733b398ee,2024,330,01,一般会計,16,都支出金,02,都補助金,02,民生費都補助金,02,重層的支援体制整備事業交付金,03,地域活動支援センター機能強化事業交付金,"",0,2171000,2171
132047:2024:revenue:approved:5d90bc42a06868e6,2024,331,01,一般会計,16,都支出金,02,都補助金,02,民生費都補助金,02,重層的支援体制整備事業交付金,04,地域介護予防活動支援事業交付金,"",0,273000,273
132047:2024:revenue:approved:2593af3e67812f32,2024,332,01,一般会計,16,都支出金,02,都補助金,02,民生費都補助金,02,重層的支援体制整備事業交付金,05,地域包括支援センター運営費交付金,"",0,42775000,42775
132047:2024:revenue:approved:269bb8589b0f07b1,2024,333,01,一般会計,16,都支出金,02,都補助金,02,民生費都補助金,02,重層的支援体制整備事業交付金,06,生活支援体制整備事業交付金,"",0,6759000,6759
