fiscal_year,direction,budget_line_id,cofog_status,cofog_division,cofog_consolidation,cofog_decided_at_level,cofog_rule_id,cofog_counterpart_fund
2024,expenditure,132047:2024:expenditure:approved:270458937b9abff7,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:270809cbcd1d8139,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:271e64192d98cadb,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:272078309cf8e00f,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:272b1eaa239c5e07,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:274831c2ba976399,assigned,04,retained,項,doboku-doro,
2024,expenditure,132047:2024:expenditure:approved:274c4bbe0eefd35d,assigned,03,retained,款,shobo,
2024,expenditure,132047:2024:expenditure:approved:27500648b40b0a2d,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:275bf2c6fe330f8f,assigned,06,retained,目,toshikeikaku-somu,
2024,expenditure,132047:2024:expenditure:approved:27643cbfcde2bef2,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:2772dfd5b7d72977,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:27740f3c4d35a6f5,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2781dbc19b63457a,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:27a0aec878f5378b,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:27b90544ed455652,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:27d9eb56e54d0b8b,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:27ecb75368f1cdf2,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:27eccc374c1c9b7a,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:27f3365e2d3b81e1,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:27f8dcc2bd5f9b83,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:2819303c62d589fe,assigned,01,retained,款,gikai,
2024,expenditure,132047:2024:expenditure:approved:281ec508a46e7bea,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:283bd32e62c83e2d,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:284d428acde8bbb4,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:284e29886584cefd,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:284f3b7f184497c9,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:28542ce9e7b8a108,assigned,04,retained,款,shoko,
2024,expenditure,132047:2024:expenditure:approved:285ad13a621f369c,assigned,04,retained,項,doboku-kanri,
2024,expenditure,132047:2024:expenditure:approved:285e3f28517352ff,assigned,08,retained,目,toshikeikaku-kouen,
2024,expenditure,132047:2024:expenditure:approved:28770d85ef5d806a,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:288a23bc78ed511a,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:288e3b629caa2011,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:288e7e3e7ac0c345,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:28991bd2e8064e49,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:289b1c14f3e306e4,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:28c93f60e54381af,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:28cffee8d82328eb,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:28d396b1781f71fc,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:28dda47553e3b088,assigned,10,retained,会計,fund-kaigo-hoken,
2024,expenditure,132047:2024:expenditure:approved:28e0d623e3949a01,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:28e58c2ba0353b37,assigned,04,retained,項,doboku-doro,
2024,expenditure,132047:2024:expenditure:approved:28eb8273ae0a24ee,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:28f60e39a18dd6c2,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:28f6c98e8106b491,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2903a08672a6bad5,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:29045347cf934e5b,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:290755bf5274f800,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:2908f5a383fe2089,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:290fa33c56ddf229,assigned,08,retained,目,toshikeikaku-kouen,
2024,expenditure,132047:2024:expenditure:approved:291af028d13398cd,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:291df65226672394,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:291ffe0deff3c828,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:29292e40f3d66dac,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:29348e15da268cd8,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:293f44e9f4aac5e5,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2943d2a687ba762b,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:2953b7234decd8f5,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2957377da1d6e42c,assigned,08,retained,目,toshikeikaku-kouen,
2024,expenditure,132047:2024:expenditure:approved:295c4bf22cc09b7f,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2961c8ca79850f1a,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2962df60cf196013,assigned,04,retained,項,doboku-kanri,
2024,expenditure,132047:2024:expenditure:approved:2973f0aa4e88fb2c,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:2977ab4b7f944d6b,assigned,04,retained,項,doboku-doro,
2024,expenditure,132047:2024:expenditure:approved:2979bed43d870988,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:297bf5cd8c4f8cea,assigned,06,retained,目,toshikeikaku-somu,
2024,expenditure,132047:2024:expenditure:approved:297f51fb31237544,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2985094e66be6455,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:298808d8c5f6dc62,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:29990fb06ca32f60,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:299b2651be037062,assigned,03,retained,款,shobo,
2024,expenditure,132047:2024:expenditure:approved:29aebf6abb2b1547,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:29b7b46d109ed029,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:29b9904a7445650f,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:29bad9f3fc5c715b,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:29c8373507d4b8b3,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:29cba2fbe3bddd8f,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:29d7299531f754bb,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:29e1ab6311deb800,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:29e82749d4e063c1,assigned,04,retained,項,doboku-doro,
2024,expenditure,132047:2024:expenditure:approved:29e93883884dd0af,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:29ea94d1b49281d3,assigned,10,retained,会計,fund-kaigo-hoken,
2024,expenditure,132047:2024:expenditure:approved:29ec92b7d694f21d,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:29ee45ae5660609c,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:29feb24f0229b83c,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2a009aafe3a0a681,assigned,04,retained,項,doboku-kanri,
2024,expenditure,132047:2024:expenditure:approved:2a059770d4870a09,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2a11425afc705136,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:2a32757a3b2dbc16,assigned,04,retained,款,shoko,
2024,expenditure,132047:2024:expenditure:approved:2a3af512daf50ee2,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2a41074fcba80e8b,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:2a4a8216f59e6e18,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2a5c931cf99ea3cb,assigned,06,retained,項,doboku-jutaku,
2024,expenditure,132047:2024:expenditure:approved:2a6f8af29fdc58ef,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:2a816d1ad850270e,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2a9bffef771c17c7,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2aab59a6c84f215e,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2ab841cc62e7fd96,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2acb03c6c7660238,assigned,08,retained,目,toshikeikaku-kouen,
2024,expenditure,132047:2024:expenditure:approved:2acd1ec93f78319d,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2adc88d4e686e283,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:2ae2d8501ef05000,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2ae64f22c4d1bb2a,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2ae8acb482bd04db,assigned,08,retained,目,shogaigakushu-toshokan,
2024,expenditure,132047:2024:expenditure:approved:2ae9a356a4585f4a,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2af3e383405513bb,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2b07a2ea6eb3efa4,assigned,03,retained,款,shobo,
2024,expenditure,132047:2024:expenditure:approved:2b0d5003fa7e87b9,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2b18e75b675d3d9c,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2b28c1b844bd6f6b,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2b2ac6aefb3690bd,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2b6ed4a8bf28e6e7,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2b70736089ead1ee,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2b70bb9cb9341acb,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2b724b2887069f63,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2b8054f45f3bfc03,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:2b82f6cc98dc1ad0,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2b88687565c4d6dc,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2b8ad86c2997ca87,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2b9e3e174f9f2040,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2bb3b0a71cbe1269,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2bb3f7d8ac54b40b,assigned,06,retained,目,toshikeikaku-somu,
2024,expenditure,132047:2024:expenditure:approved:2bb4ebfb61efeed3,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2bc3bbbe547f41b8,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2bc3c82944aa0223,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2be36b2f0dad21e7,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:2becb871538e16d4,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2bed324a782bf2f2,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2bf0380df010893c,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2bf076e998f0a009,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2c02d67b77015e27,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2c05e848fe6ca88e,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2c07794f17f7d0c4,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2c32b6034d04a167,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2c333701805f4b66,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2c435696c4de1c54,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2c4beefde991b768,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2c63cfad3fbafdd1,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2c68da04d8f0988c,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2c854d1d26228533,assigned,04,retained,項,doboku-doro,
2024,expenditure,132047:2024:expenditure:approved:2c978c6c40aa4ad2,assigned,04,retained,項,doboku-doro,
2024,expenditure,132047:2024:expenditure:approved:2c9f9ad77dd1feb0,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2ca06da22fd476a5,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2ca732401dbb02ad,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2cc47817f008a69b,assigned,08,retained,目,toshikeikaku-kouen,
2024,expenditure,132047:2024:expenditure:approved:2cc69309b1f30ea0,assigned,03,retained,款,shobo,
2024,expenditure,132047:2024:expenditure:approved:2cd6445022c7767d,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2cd8cffc0c4131da,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2cda2915a01fa0f5,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2cdadc60c8e13376,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2ce8e55d7e5618f0,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2d00a84d14579163,assigned,06,retained,目,toshikeikaku-somu,
2024,expenditure,132047:2024:expenditure:approved:2d0376c39c2585aa,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2d09861b26c71d81,assigned,06,retained,項,doboku-jutaku,
2024,expenditure,132047:2024:expenditure:approved:2d1062a89caa3ccd,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2d17a7512c735031,assigned,03,retained,款,shobo,
2024,expenditure,132047:2024:expenditure:approved:2d255737488a559f,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2d39de125f0a959f,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2d4b70932284484a,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2d4d14862461710f,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2d5149efce0c7421,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:2d6b0eff0dec3f75,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2d9171870cb3d941,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2d91b2c7c1958a67,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2d93f3a6ade0940c,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2da6038493463d34,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2dcd64d05ea3469e,assigned,08,retained,項,kyoiku-sports,
2024,expenditure,132047:2024:expenditure:approved:2dd2b1ba0eb5dc14,assigned,08,retained,項,kyoiku-sports,
2024,expenditure,132047:2024:expenditure:approved:2dd9b8cff3995fb8,assigned,04,retained,項,doboku-doro,
2024,expenditure,132047:2024:expenditure:approved:2dda500d9e10790d,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2de033b102085c19,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2de32911b7f72ad9,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2def7cdb9000f579,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2e13c9a0c60dc75b,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2e19c64a99a154dd,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2e1b05066aaba503,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2e2d97bb83797781,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2e2fd3e578a0cc31,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2e33f0554fe722f4,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2e41eb9f4da30ecb,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2e499712d237cbc4,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2e63580a312c5af9,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2e6539ea50c3a867,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2e6bb44fa9608e85,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2e6eb7241e2bfd45,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2e72c1f5a73ae81f,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2e75d5a2e225a4e3,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2e8479a0b76bfa8a,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2ea18cfc49f8c93e,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2ea19c7322f6e039,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2ea565fbb32397cd,assigned,08,retained,項,kyoiku-sports,
2024,expenditure,132047:2024:expenditure:approved:2eb6f597a2a3f2f5,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2ec1512d86d6aea0,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2ed92855d67b7e9f,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2ede2973dee71c4c,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2ee60932440c6afe,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2ef3bccf475c60fd,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2efae8b3100cfd02,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2f05b55079806c44,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2f1393a3b03eb91c,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2f28119af68a2703,assigned,04,retained,項,doboku-kanri,
2024,expenditure,132047:2024:expenditure:approved:2f297c2ab5095569,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:2f2b401306630cc8,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2f2fc51c1adce5b1,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2f4643ad503e730b,assigned,06,retained,項,doboku-jutaku,
2024,expenditure,132047:2024:expenditure:approved:2f509caf8300d6c6,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2f518709d10f626e,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2f543bc81fe0baf2,assigned,04,retained,款,rodo,
2024,expenditure,132047:2024:expenditure:approved:2f5513e6c753529a,assigned,10,retained,会計,fund-kaigo-hoken,
2024,expenditure,132047:2024:expenditure:approved:2f7ba331509b5ebd,assigned,03,retained,款,shobo,
2024,expenditure,132047:2024:expenditure:approved:2f81ce37fdeca3e1,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2f84471eaa37f380,assigned,06,retained,目,toshikeikaku-somu,
2024,expenditure,132047:2024:expenditure:approved:2f8ab32974aa7fa5,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:2f9daf444c14f7c1,assigned,06,retained,項,doboku-jutaku,
2024,expenditure,132047:2024:expenditure:approved:2fb0c07f41b5b08c,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:2fcd89dfe2b9c77b,assigned,08,retained,目,shogaigakushu-toshokan,
2024,expenditure,132047:2024:expenditure:approved:2fd0c40349b020a0,assigned,08,retained,目,toshikeikaku-kouen,
2024,expenditure,132047:2024:expenditure:approved:2fd1a6ff6d4675c2,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2fd9d03621067d57,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2fe0d76398b10d05,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2ff3eabd3d8bd106,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:2ffa52a59b71ccfd,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:2ffef965ad21ef2d,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:30015fe8d2a8346f,assigned,08,retained,目,shogaigakushu-toshokan,
2024,expenditure,132047:2024:expenditure:approved:30142b75e12c51c9,assigned,08,retained,目,toshikeikaku-kouen,
2024,expenditure,132047:2024:expenditure:approved:303d362c570a09ef,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:3041a0295b905c68,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:30449b5a7a2d59a0,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:304ae423561d307d,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:3050cffa60d0dad2,assigned,04,retained,款,shoko,
2024,expenditure,132047:2024:expenditure:approved:305ab024ffd7ca7e,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:305ca44a2c21e9ed,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:305e5e882c78a3e4,assigned,08,retained,目,shogaigakushu-toshokan,
2024,expenditure,132047:2024:expenditure:approved:306075371a5650c4,assigned,04,retained,款,shoko,
2024,expenditure,132047:2024:expenditure:approved:30613157f37f5bd6,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:3090dff92c6226c5,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:309afeb326aba55e,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:30a10c777a2bb823,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:30bb0591b3c3fbba,assigned,08,retained,項,kyoiku-sports,
2024,expenditure,132047:2024:expenditure:approved:30c813a7549ac3ef,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:30dd149d1dfb4f64,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:30ecadc26739ffd3,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:30f2df8985a486ad,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:30fb58f3ee49af66,assigned,06,retained,目,toshikeikaku-somu,
2024,expenditure,132047:2024:expenditure:approved:310cd556a9d8dce1,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:31370d65234e71a3,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:314e80cc660cb3b0,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:315518b693aca8fc,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:31611e80f1096af7,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:317300af6ddb88a3,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:3181822b7031e2b4,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:318e37e752f25a4a,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:3199e35f7ac76b32,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:319cfdb5623bc574,assigned,07,retained,項,eisei-hoken,
2024,expenditure,132047:2024:expenditure:approved:31c9cfc6500e4cdb,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:31dc50085d604d1d,assigned,03,retained,款,shobo,
2024,expenditure,132047:2024:expenditure:approved:31e0b012b132dc4e,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:31ece2432d0f28e2,assigned,10,retained,会計,fund-kaigo-hoken,
2024,expenditure,132047:2024:expenditure:approved:31f06de7668ca55d,assigned,01,retained,款,somu,
2024,expenditure,132047:2024:expenditure:approved:320902f21bf5ad93,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:321e140e90569202,assigned,09,retained,目,shogaigakushu-other,
2024,expenditure,132047:2024:expenditure:approved:323308260c4e6b91,assigned,08,retained,目,toshikeikaku-kouen,
2024,expenditure,132047:2024:expenditure:approved:32481d5331a9f363,assigned,05,retained,項,eisei-seiso,
2024,expenditure,132047:2024:expenditure:approved:3260cc717425000c,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:327bbb60fb6da651,assigned,09,retained,項,kyoiku-somu,
2024,expenditure,132047:2024:expenditure:approved:327c637ea0cb0c9b,assigned,07,retained,会計,fund-kouki,
2024,expenditure,132047:2024:expenditure:approved:32cf98f090945e3f,assigned,10,retained,款,minsei,
2024,expenditure,132047:2024:expenditure:approved:32d00f83807b10bc,assigned,01,retained,款,somu,
